date,city,category,sku,demand,unit_price,inventory_level,lead_time_days,promotion_flag,festival
2022-02-24,Bangalore,Electronics,SKU_ELE_010,29,1736.15,120,4,0,none
2023-12-28,Ahmedabad,Footwear,SKU_ACC_008,22,1598.81,86,5,1,none
2023-12-22,Pune,Apparel,SKU_FOO_008,17,3620.38,265,1,0,none
2022-01-21,Delhi,Footwear,SKU_ELE_010,18,3486.85,394,5,0,none
2022-10-09,Mumbai,Accessories,SKU_APP_007,16,1766.65,323,1,0,none
2024-01-31,Delhi,Apparel,SKU_SPO_005,13,1772.25,371,4,0,none
2023-06-24,Mumbai,Accessories,SKU_ACC_002,22,3622.85,154,5,0,none
2023-02-21,Hyderabad,Footwear,SKU_APP_006,13,3615.48,286,2,1,none
2024-03-18,Delhi,Sportswear,SKU_ELE_006,23,2943.73,275,4,1,none
2023-12-24,Hyderabad,Footwear,SKU_ACC_002,20,1292.52,364,4,1,none
2022-10-12,Hyderabad,Sportswear,SKU_APP_007,20,2013.09,228,4,0,none
2023-06-16,Delhi,Apparel,SKU_ACC_004,27,853.05,223,1,1,none
2023-06-16,Ahmedabad,Electronics,SKU_FOO_009,23,2834.2,398,3,0,none
2023-05-26,Delhi,Sportswear,SKU_FOO_005,24,3097.43,371,5,0,none
2024-04-21,Delhi,Footwear,SKU_SPO_001,21,3562.34,323,1,1,none
2023-01-31,Hyderabad,Accessories,SKU_FOO_006,20,1527.45,190,2,0,none
2022-04-30,Mumbai,Accessories,SKU_ELE_004,20,2417.89,75,2,0,none
2022-04-07,Chennai,Apparel,SKU_SPO_009,21,3132.85,356,1,0,none
2022-04-30,Kolkata,Electronics,SKU_APP_003,16,3936.29,140,2,0,none
2023-06-21,Delhi,Electronics,SKU_APP_009,11,2831.26,390,5,0,none
2022-06-02,Ahmedabad,Apparel,SKU_SPO_004,16,3072.43,191,1,0,none
2022-09-02,Mumbai,Apparel,SKU_ELE_009,17,1840.37,244,2,0,none
2024-02-11,Mumbai,Sportswear,SKU_ACC_008,11,2048.21,174,1,0,none
2023-05-31,Pune,Accessories,SKU_ELE_005,22,3476.38,392,1,0,none
2023-01-28,Pune,Footwear,SKU_ELE_008,18,3273.24,220,3,0,none
2022-05-23,Bangalore,Sportswear,SKU_SPO_005,24,3813.26,153,1,0,none
2023-05-19,Kolkata,Footwear,SKU_FOO_005,18,2863.39,224,5,1,none
2024-03-04,Kolkata,Apparel,SKU_FOO_005,18,2698.36,195,4,0,none
2024-04-26,Ahmedabad,Footwear,SKU_SPO_005,22,1692.24,240,3,0,none
2024-05-07,Hyderabad,Sportswear,SKU_ELE_009,33,941.29,113,5,0,none
2022-08-08,Hyderabad,Accessories,SKU_FOO_003,21,1700.0,320,4,0,none
2024-04-18,Pune,Footwear,SKU_ACC_001,18,2476.14,216,3,0,none
2022-06-09,Hyderabad,Apparel,SKU_ELE_002,14,2020.2,344,4,0,none
2022-03-17,Mumbai,Apparel,SKU_FOO_009,17,3959.05,351,4,1,holi
2023-09-03,Delhi,Sportswear,SKU_APP_010,22,2871.48,136,1,0,none
2023-11-23,Delhi,Apparel,SKU_FOO_010,22,3153.84,110,4,0,none
2023-10-01,Kolkata,Apparel,SKU_APP_010,19,382.19,116,2,0,none
2022-02-01,Hyderabad,Accessories,SKU_FOO_003,19,1503.22,332,3,0,none
2024-02-16,Bangalore,Electronics,SKU_SPO_007,12,3539.38,94,2,0,none
2022-11-30,Bangalore,Accessories,SKU_SPO_001,17,291.28,297,3,0,none
2023-06-09,Chennai,Accessories,SKU_SPO_010,21,2134.48,158,5,0,none
2023-03-16,Ahmedabad,Apparel,SKU_ELE_006,26,3949.96,148,3,0,none
2024-06-10,Bangalore,Apparel,SKU_ACC_001,18,2922.34,267,3,0,none
2022-12-18,Bangalore,Sportswear,SKU_SPO_001,23,2204.21,134,2,0,none
2022-12-05,Hyderabad,Apparel,SKU_APP_001,19,1954.69,362,1,0,none
2023-02-04,Chennai,Sportswear,SKU_FOO_005,26,1316.48,111,3,0,none
2023-01-31,Chennai,Accessories,SKU_SPO_006,18,3847.7,235,5,0,none
2022-07-21,Hyderabad,Apparel,SKU_ELE_009,19,3938.3,186,5,0,none
2023-06-14,Ahmedabad,Footwear,SKU_APP_009,20,2938.86,217,1,1,none
2022-04-03,Ahmedabad,Accessories,SKU_ELE_007,28,2548.46,256,1,0,none
2024-03-02,Chennai,Apparel,SKU_ACC_005,25,2585.85,376,1,0,none
2022-12-24,Pune,Accessories,SKU_ACC_002,21,3509.71,244,2,0,none
2023-01-31,Bangalore,Electronics,SKU_ACC_004,23,1976.95,100,3,0,none
2024-04-07,Ahmedabad,Accessories,SKU_SPO_005,15,2076.4,342,1,0,none
2022-03-01,Ahmedabad,Electronics,SKU_SPO_008,23,1204.44,69,1,0,none
2023-04-22,Mumbai,Electronics,SKU_SPO_007,19,854.16,84,3,0,eid
2023-12-27,Pune,Apparel,SKU_APP_008,14,1766.55,299,3,0,none
2023-09-04,Kolkata,Sportswear,SKU_ELE_004,21,1126.26,86,4,0,none
2022-01-01,Hyderabad,Accessories,SKU_ELE_008,12,2597.17,145,5,1,none
2023-07-09,Ahmedabad,Electronics,SKU_ACC_002,21,3841.11,257,3,0,none
2022-11-07,Bangalore,Electronics,SKU_ELE_009,21,1720.87,137,2,0,none
2022-06-17,Mumbai,Footwear,SKU_ELE_009,27,416.46,323,4,0,none
2022-07-11,Mumbai,Apparel,SKU_FOO_004,21,2743.33,106,3,0,none
2022-02-03,Bangalore,Apparel,SKU_ELE_008,18,1783.8,108,5,1,none
2022-02-03,Mumbai,Apparel,SKU_FOO_007,20,804.8,95,4,0,none
2023-11-19,Chennai,Footwear,SKU_ELE_009,32,243.08,131,2,1,none
2023-02-21,Kolkata,Sportswear,SKU_FOO_009,22,1424.39,391,4,0,none
2023-12-09,Ahmedabad,Footwear,SKU_ELE_009,26,2945.39,310,4,0,none
2022-06-07,Kolkata,Apparel,SKU_ELE_004,18,271.6,390,5,0,none
2024-01-27,Mumbai,Footwear,SKU_FOO_010,26,436.56,317,5,0,none
2023-05-15,Bangalore,Apparel,SKU_FOO_007,29,3088.5,149,4,1,none
2023-01-01,Delhi,Sportswear,SKU_ACC_001,20,2125.88,136,1,0,none
2022-12-06,Delhi,Electronics,SKU_FOO_007,13,3428.14,53,5,0,none
2024-05-07,Pune,Footwear,SKU_ACC_009,18,430.39,250,4,0,none
2022-12-01,Hyderabad,Electronics,SKU_SPO_005,12,809.66,225,4,0,none
2023-08-06,Kolkata,Footwear,SKU_FOO_001,16,1588.59,309,3,0,none
2022-11-23,Ahmedabad,Accessories,SKU_SPO_004,20,3330.89,396,1,0,none
2022-04-24,Hyderabad,Footwear,SKU_APP_008,21,1973.1,117,2,0,none
2024-03-07,Bangalore,Electronics,SKU_FOO_004,12,3774.03,167,5,0,none
2023-02-22,Pune,Electronics,SKU_ACC_005,16,2313.1,107,2,0,none
2023-04-13,Chennai,Sportswear,SKU_ACC_002,16,890.3,92,3,0,none
2022-05-23,Mumbai,Accessories,SKU_APP_004,18,1345.08,326,3,0,none
2023-09-01,Bangalore,Sportswear,SKU_FOO_010,23,581.37,346,3,0,none
2022-11-05,Delhi,Apparel,SKU_ELE_010,29,3845.48,272,3,0,none
2023-02-05,Bangalore,Electronics,SKU_APP_004,19,3322.74,259,4,0,none
2022-11-16,Chennai,Accessories,SKU_ELE_010,19,3268.25,168,5,0,none
2022-07-31,Chennai,Electronics,SKU_ACC_003,35,3116.0,240,5,1,none
2022-11-13,Hyderabad,Electronics,SKU_ELE_004,13,3670.48,142,4,0,none
2022-07-04,Hyderabad,Sportswear,SKU_ACC_004,22,1322.04,347,1,0,none
2022-07-24,Delhi,Footwear,SKU_ACC_004,15,842.39,301,4,0,none
2022-12-30,Hyderabad,Electronics,SKU_SPO_006,20,630.8,231,3,0,none
2022-08-04,Ahmedabad,Footwear,SKU_ACC_010,20,3990.73,85,1,0,none
2022-09-03,Bangalore,Apparel,SKU_ACC_004,14,1897.3,200,5,0,none
2022-08-27,Kolkata,Electronics,SKU_FOO_006,20,3038.18,254,5,0,none
2024-03-15,Chennai,Apparel,SKU_ELE_003,17,2699.44,383,5,0,none
2023-01-26,Pune,Sportswear,SKU_SPO_001,24,563.76,324,2,0,none
2023-06-04,Delhi,Sportswear,SKU_SPO_009,14,1088.24,63,2,0,none
2023-08-13,Delhi,Accessories,SKU_APP_002,18,230.25,219,1,0,none
2024-04-15,Bangalore,Apparel,SKU_FOO_003,25,3247.25,138,5,0,none
2022-10-04,Chennai,Sportswear,SKU_FOO_010,15,398.12,99,5,0,none
2022-07-21,Kolkata,Apparel,SKU_ACC_002,18,1328.43,295,4,0,none
2022-08-02,Pune,Sportswear,SKU_FOO_001,25,500.66,393,4,0,none
2023-08-29,Mumbai,Apparel,SKU_ELE_010,18,533.22,264,1,0,none
2023-04-23,Pune,Footwear,SKU_SPO_006,28,2532.43,152,5,1,eid
2023-05-23,Hyderabad,Footwear,SKU_SPO_001,26,3099.06,148,2,0,none
2022-03-16,Ahmedabad,Electronics,SKU_SPO_003,17,2947.51,292,5,0,none
2023-10-31,Delhi,Apparel,SKU_FOO_010,21,2285.08,281,1,0,none
2023-10-27,Kolkata,Apparel,SKU_ELE_004,23,3603.82,105,4,0,none
2022-05-22,Hyderabad,Electronics,SKU_ACC_001,21,3382.63,365,1,1,none
2023-08-13,Bangalore,Footwear,SKU_SPO_002,18,2713.49,327,5,0,none
2022-11-18,Ahmedabad,Electronics,SKU_SPO_001,23,1735.08,121,4,0,none
2023-11-25,Kolkata,Apparel,SKU_APP_008,19,2813.89,228,2,0,none
2023-04-06,Pune,Accessories,SKU_APP_005,26,3604.06,312,2,0,none
2023-12-08,Chennai,Sportswear,SKU_ELE_005,19,2213.21,129,2,0,none
2023-11-01,Chennai,Sportswear,SKU_ACC_010,10,3191.21,130,5,0,none
2022-05-26,Pune,Apparel,SKU_SPO_001,15,3562.66,304,4,1,none
2022-02-23,Bangalore,Sportswear,SKU_SPO_007,25,2459.44,262,3,1,none
2022-12-22,Chennai,Sportswear,SKU_FOO_010,11,3509.21,79,5,0,none
2022-10-04,Pune,Apparel,SKU_ACC_007,23,3746.11,382,4,0,none
2024-03-31,Kolkata,Footwear,SKU_ELE_006,10,389.82,313,2,0,none
2023-08-18,Hyderabad,Sportswear,SKU_ELE_008,20,583.58,64,2,0,none
2023-02-04,Ahmedabad,Footwear,SKU_FOO_006,20,914.39,350,2,0,none
2023-10-30,Delhi,Apparel,SKU_ACC_002,21,3271.38,390,2,0,none
2023-05-31,Kolkata,Electronics,SKU_FOO_010,22,2431.24,391,2,0,none
2023-05-14,Delhi,Apparel,SKU_ELE_001,19,703.79,177,3,0,none
2022-11-07,Hyderabad,Electronics,SKU_ELE_008,13,2319.28,71,4,0,none
2022-09-28,Kolkata,Footwear,SKU_SPO_005,22,1386.52,105,3,1,none
2023-07-30,Bangalore,Accessories,SKU_FOO_004,19,857.26,353,4,0,none
2023-03-25,Chennai,Apparel,SKU_ACC_005,24,2267.49,120,2,0,none
2022-04-22,Delhi,Electronics,SKU_ACC_004,15,3258.42,268,3,0,none
2022-08-27,Bangalore,Sportswear,SKU_APP_010,15,336.45,356,4,0,none
2022-05-24,Hyderabad,Footwear,SKU_APP_008,24,2523.42,368,4,1,none
2023-01-09,Kolkata,Sportswear,SKU_ACC_009,22,2288.72,249,2,0,none
2022-01-20,Hyderabad,Accessories,SKU_SPO_007,22,757.7,176,1,0,none
2023-07-30,Hyderabad,Footwear,SKU_SPO_003,30,2168.25,328,1,0,none
2022-10-16,Bangalore,Sportswear,SKU_SPO_003,23,2865.56,290,4,0,none
2023-08-16,Pune,Electronics,SKU_SPO_008,14,3387.66,363,3,0,none
2022-07-16,Pune,Electronics,SKU_ELE_009,23,1430.03,302,5,0,none
2023-01-17,Bangalore,Apparel,SKU_FOO_002,25,2934.63,120,2,0,none
2023-08-04,Kolkata,Electronics,SKU_ACC_005,33,2029.95,251,3,0,none
2023-11-29,Hyderabad,Accessories,SKU_ELE_007,16,3223.96,383,3,0,none
2023-11-10,Mumbai,Sportswear,SKU_ACC_003,34,3736.79,196,2,0,diwali
2023-12-18,Ahmedabad,Apparel,SKU_ACC_002,20,3334.46,211,4,0,none
2023-05-07,Bangalore,Electronics,SKU_FOO_005,16,961.54,366,4,0,none
2022-06-13,Delhi,Accessories,SKU_ACC_001,14,2393.17,173,1,0,none
2023-08-29,Delhi,Accessories,SKU_FOO_002,26,3900.76,89,1,0,none
2022-09-06,Pune,Apparel,SKU_FOO_004,24,2444.04,68,1,0,none
2022-03-09,Kolkata,Apparel,SKU_ELE_007,17,1855.6,159,2,0,none
2024-05-04,Kolkata,Sportswear,SKU_FOO_004,20,231.77,298,2,0,none
2022-01-21,Delhi,Sportswear,SKU_SPO_004,28,1468.6,261,2,0,none
2024-04-10,Kolkata,Footwear,SKU_APP_003,14,3809.93,69,4,0,none
2023-05-27,Bangalore,Apparel,SKU_FOO_008,13,1321.14,144,4,0,none
2023-08-20,Ahmedabad,Electronics,SKU_ELE_010,16,3049.09,172,1,0,none
2023-01-25,Bangalore,Sportswear,SKU_APP_004,18,1060.29,153,4,0,none
2023-06-20,Pune,Apparel,SKU_ELE_006,22,3548.51,249,3,1,none
2022-04-21,Delhi,Electronics,SKU_ACC_003,17,2060.14,324,2,1,none
2024-05-12,Chennai,Sportswear,SKU_APP_008,18,1472.93,348,5,0,none
2023-08-18,Bangalore,Sportswear,SKU_FOO_002,15,3743.41,134,2,0,none
2024-05-19,Hyderabad,Electronics,SKU_ELE_004,16,1561.65,154,5,0,none
2023-04-05,Bangalore,Apparel,SKU_ACC_006,23,383.72,314,2,0,none
2022-03-19,Delhi,Electronics,SKU_ELE_004,18,1632.97,354,1,0,holi
2023-03-10,Mumbai,Sportswear,SKU_ELE_007,17,2858.99,245,1,1,none
2023-01-15,Ahmedabad,Footwear,SKU_ACC_008,17,1752.58,133,4,0,none
2023-10-14,Pune,Electronics,SKU_APP_009,20,1666.55,94,2,1,none
2023-03-16,Kolkata,Footwear,SKU_SPO_005,13,1909.9,209,5,0,none
2024-06-06,Pune,Sportswear,SKU_ELE_004,25,1677.93,248,3,0,none
2024-02-22,Ahmedabad,Footwear,SKU_APP_005,16,3282.18,61,5,0,none
2022-12-05,Mumbai,Electronics,SKU_FOO_008,17,936.0,181,1,0,none
2023-02-28,Hyderabad,Apparel,SKU_SPO_007,23,407.98,305,2,0,none
2022-06-18,Chennai,Sportswear,SKU_APP_003,29,468.74,103,3,1,none
2023-12-10,Pune,Sportswear,SKU_APP_007,15,435.51,207,1,0,none
2022-09-19,Chennai,Electronics,SKU_ELE_007,27,1116.46,264,3,0,none
2023-12-28,Chennai,Apparel,SKU_SPO_005,20,1316.78,164,4,0,none
2023-08-02,Chennai,Accessories,SKU_ACC_005,29,3645.65,351,5,0,none
2022-08-17,Mumbai,Footwear,SKU_ELE_008,14,2152.71,293,5,1,none
2022-06-10,Kolkata,Electronics,SKU_ELE_005,19,935.6,128,3,0,none
2023-03-03,Mumbai,Apparel,SKU_ACC_009,16,369.18,79,2,0,none
2022-05-02,Kolkata,Electronics,SKU_APP_007,23,356.92,155,3,0,eid
2022-05-29,Mumbai,Sportswear,SKU_ACC_008,20,1262.77,244,3,0,none
2024-05-01,Ahmedabad,Accessories,SKU_SPO_003,20,2894.09,365,3,0,none
2023-12-06,Delhi,Apparel,SKU_SPO_009,22,3789.89,219,2,0,none
2024-01-13,Mumbai,Sportswear,SKU_ELE_006,25,394.52,92,1,1,none
2022-04-21,Delhi,Sportswear,SKU_FOO_003,24,1160.56,73,3,0,none
2023-10-19,Hyderabad,Electronics,SKU_FOO_007,24,468.16,386,2,0,none
2022-08-09,Hyderabad,Footwear,SKU_SPO_004,22,251.62,268,5,0,none
2022-03-05,Ahmedabad,Sportswear,SKU_FOO_009,15,357.55,218,3,0,none
2023-09-30,Bangalore,Apparel,SKU_APP_004,26,361.72,69,5,0,none
2023-12-31,Bangalore,Footwear,SKU_ACC_006,25,3285.49,164,5,0,none
2024-03-06,Kolkata,Apparel,SKU_SPO_008,14,2671.33,97,5,1,none
2022-12-20,Pune,Footwear,SKU_APP_006,17,3220.94,92,1,0,none
2023-04-19,Kolkata,Apparel,SKU_ELE_004,27,3348.97,228,2,0,none
2024-01-18,Hyderabad,Sportswear,SKU_FOO_004,19,469.04,85,3,1,none
2023-04-30,Hyderabad,Footwear,SKU_ELE_007,16,2883.48,194,5,0,none
2022-01-13,Ahmedabad,Footwear,SKU_APP_003,20,797.24,323,1,0,none
2022-06-02,Pune,Sportswear,SKU_APP_010,23,926.63,162,1,0,none
2022-08-27,Ahmedabad,Accessories,SKU_FOO_010,18,3228.8,231,5,0,none
2022-07-09,Pune,Footwear,SKU_APP_003,24,1933.07,120,2,0,none
2023-10-25,Ahmedabad,Electronics,SKU_APP_001,17,1664.98,374,2,0,none
2022-03-27,Pune,Accessories,SKU_SPO_001,15,1097.61,220,2,0,none
2022-01-21,Pune,Electronics,SKU_APP_003,24,2358.16,161,2,0,none
2023-11-25,Delhi,Apparel,SKU_ACC_007,25,2878.38,129,4,0,none
2022-11-15,Bangalore,Footwear,SKU_APP_004,17,3949.66,134,3,0,none
2022-06-07,Pune,Sportswear,SKU_SPO_003,25,1659.52,366,1,0,none
2023-04-26,Bangalore,Sportswear,SKU_FOO_005,16,3087.31,262,1,0,none
2024-05-28,Chennai,Accessories,SKU_FOO_010,14,1832.53,348,2,0,none
2022-03-17,Hyderabad,Sportswear,SKU_FOO_007,46,3733.43,297,2,0,holi
2022-11-25,Delhi,Accessories,SKU_ELE_002,21,1925.55,224,4,0,none
2023-02-20,Kolkata,Electronics,SKU_SPO_005,13,1932.63,128,3,0,none
2022-07-22,Mumbai,Apparel,SKU_APP_003,23,1993.75,311,2,0,none
2022-08-17,Bangalore,Footwear,SKU_ELE_004,21,1918.68,169,3,0,none
2022-06-01,Chennai,Footwear,SKU_APP_003,17,3358.34,242,4,0,none
2024-02-14,Pune,Electronics,SKU_ELE_006,22,744.8,99,5,0,none
2022-03-13,Delhi,Accessories,SKU_ACC_006,22,3058.67,108,5,0,none
2022-08-13,Bangalore,Footwear,SKU_FOO_006,22,3444.78,269,4,0,none
2023-04-18,Hyderabad,Footwear,SKU_APP_001,17,3836.82,76,5,0,none
2024-06-15,Mumbai,Accessories,SKU_APP_004,17,814.8,178,2,0,none
2023-10-05,Pune,Electronics,SKU_FOO_001,16,3092.77,388,1,1,none
2022-12-26,Hyderabad,Footwear,SKU_APP_001,21,1134.5,217,3,1,none
2023-06-24,Kolkata,Sportswear,SKU_FOO_005,23,2125.43,390,4,0,none
2024-03-21,Kolkata,Sportswear,SKU_SPO_005,17,2218.83,316,5,0,none
2023-09-01,Mumbai,Apparel,SKU_ELE_005,12,2561.85,135,3,0,none
2022-02-15,Bangalore,Apparel,SKU_FOO_009,21,1564.78,209,1,0,none
2022-01-01,Bangalore,Accessories,SKU_ACC_004,20,1280.62,311,2,0,none
2023-11-09,Hyderabad,Apparel,SKU_ELE_003,18,1008.54,67,4,0,none
2022-09-02,Delhi,Apparel,SKU_ELE_003,19,521.65,99,4,0,none
2022-08-07,Mumbai,Sportswear,SKU_ELE_004,25,661.16,179,4,0,none
2023-09-06,Kolkata,Electronics,SKU_FOO_008,21,722.26,68,1,0,none
2022-10-18,Chennai,Apparel,SKU_FOO_008,22,1150.94,217,5,0,none
2023-04-03,Hyderabad,Apparel,SKU_SPO_001,27,337.02,257,1,1,none
2022-07-23,Chennai,Accessories,SKU_ELE_002,13,1845.41,218,2,0,none
2022-07-21,Chennai,Accessories,SKU_ACC_009,21,304.4,204,1,0,none
2023-07-20,Pune,Sportswear,SKU_ACC_008,14,2406.99,297,5,0,none
2023-04-27,Delhi,Footwear,SKU_ELE_005,21,3449.94,58,1,0,none
2024-03-02,Hyderabad,Footwear,SKU_ACC_007,20,650.87,220,2,0,none
2023-05-26,Bangalore,Accessories,SKU_FOO_004,20,1843.87,364,4,0,none
2022-10-05,Delhi,Footwear,SKU_APP_009,15,2749.52,382,4,0,none
2022-01-16,Delhi,Footwear,SKU_FOO_002,23,2510.13,385,5,0,none
2023-06-09,Chennai,Footwear,SKU_FOO_008,20,3884.12,170,4,0,none
2022-12-22,Hyderabad,Footwear,SKU_FOO_003,21,965.54,295,1,0,none
2022-12-22,Chennai,Accessories,SKU_ACC_001,16,3114.37,85,5,0,none
2024-04-09,Ahmedabad,Electronics,SKU_APP_002,10,3904.83,74,3,0,none
2023-08-22,Pune,Footwear,SKU_ELE_004,16,3179.16,339,3,0,none
2022-03-19,Hyderabad,Footwear,SKU_ELE_005,40,1527.68,345,3,0,holi
2022-03-08,Delhi,Accessories,SKU_APP_007,21,505.07,128,3,0,none
2024-05-08,Ahmedabad,Footwear,SKU_ACC_005,16,2608.9,181,5,0,none
2023-12-24,Mumbai,Electronics,SKU_APP_010,23,950.01,349,4,1,none
2022-08-02,Chennai,Accessories,SKU_APP_006,25,2269.63,215,4,0,none
2023-11-28,Kolkata,Footwear,SKU_SPO_010,26,1088.49,145,5,0,none
2023-03-25,Delhi,Apparel,SKU_ELE_008,18,3780.36,146,2,0,none
2023-03-09,Kolkata,Electronics,SKU_SPO_004,33,2643.15,182,3,0,holi
2023-06-29,Bangalore,Apparel,SKU_ELE_001,15,1396.05,77,1,1,none
2022-04-25,Bangalore,Apparel,SKU_ELE_009,24,475.72,76,1,1,none
2024-02-26,Bangalore,Sportswear,SKU_ACC_009,9,3660.2,233,3,0,none
2023-02-24,Kolkata,Footwear,SKU_SPO_009,18,3830.35,386,5,0,none
2023-05-14,Ahmedabad,Apparel,SKU_APP_010,20,3197.25,378,1,1,none
2023-12-11,Delhi,Accessories,SKU_ELE_005,27,1891.83,338,5,0,none
2023-01-15,Mumbai,Sportswear,SKU_FOO_004,25,2229.14,160,3,0,none
2022-05-23,Mumbai,Apparel,SKU_ELE_006,21,2392.03,70,5,1,none
2024-01-10,Ahmedabad,Electronics,SKU_SPO_005,24,479.41,184,5,0,none
2023-09-24,Mumbai,Apparel,SKU_FOO_008,22,1518.68,211,3,0,none
2024-05-14,Ahmedabad,Accessories,SKU_ELE_009,20,632.52,344,3,1,none
2022-01-24,Ahmedabad,Apparel,SKU_APP_007,29,742.43,85,3,0,none
2023-06-23,Bangalore,Footwear,SKU_ELE_009,18,2024.8,206,1,0,none
2022-03-16,Kolkata,Footwear,SKU_APP_004,25,2562.22,296,3,0,none
2024-01-23,Pune,Footwear,SKU_ACC_006,24,1029.18,382,2,1,none
2023-06-19,Mumbai,Electronics,SKU_SPO_004,26,3197.1,331,3,0,none
2023-11-04,Pune,Accessories,SKU_ELE_010,24,1275.16,231,5,0,none
2022-02-10,Mumbai,Footwear,SKU_ELE_005,18,3997.39,330,2,0,none
2024-01-20,Delhi,Footwear,SKU_ELE_003,19,3188.82,261,5,0,none
2024-01-21,Delhi,Sportswear,SKU_FOO_008,22,3155.87,311,5,0,none
2023-07-22,Pune,Electronics,SKU_ELE_003,15,434.49,224,2,1,none
2023-02-17,Pune,Sportswear,SKU_ELE_005,18,926.49,243,3,0,none
2023-02-19,Mumbai,Footwear,SKU_ELE_006,28,3687.18,293,3,0,none
2023-03-25,Delhi,Electronics,SKU_ELE_010,22,1219.99,235,1,0,none
2023-09-02,Chennai,Sportswear,SKU_APP_008,22,767.71,168,4,0,none
2023-10-20,Chennai,Electronics,SKU_SPO_001,21,840.47,248,4,0,none
2024-02-13,Kolkata,Electronics,SKU_FOO_002,17,3366.57,171,5,0,none
2023-03-12,Bangalore,Accessories,SKU_SPO_007,23,2047.72,252,1,0,none
2023-07-06,Bangalore,Footwear,SKU_ACC_008,21,2955.8,350,2,0,none
2023-12-06,Bangalore,Electronics,SKU_APP_004,16,3948.26,120,4,0,none
2022-08-27,Hyderabad,Electronics,SKU_APP_006,23,805.45,169,3,0,none
2022-02-11,Ahmedabad,Accessories,SKU_ACC_009,14,1970.49,324,2,0,none
2024-01-04,Hyderabad,Electronics,SKU_FOO_002,25,3877.89,62,5,0,none
2023-12-09,Ahmedabad,Sportswear,SKU_APP_010,24,2787.4,331,1,0,none
2024-03-10,Kolkata,Footwear,SKU_SPO_002,19,2724.58,156,4,0,none
2022-01-10,Kolkata,Footwear,SKU_ACC_001,17,2206.57,314,5,0,none
2024-01-17,Ahmedabad,Sportswear,SKU_APP_009,23,1849.36,179,4,0,none
2024-04-16,Chennai,Accessories,SKU_APP_006,11,1359.36,316,5,0,none
2022-09-22,Delhi,Apparel,SKU_ELE_006,17,1274.88,167,3,0,none
2023-08-04,Hyderabad,Sportswear,SKU_SPO_008,27,999.69,237,5,0,none
2023-03-21,Chennai,Apparel,SKU_FOO_007,16,3092.27,154,1,0,none
2022-05-19,Mumbai,Accessories,SKU_SPO_005,26,910.0,198,4,0,none
2024-05-16,Chennai,Footwear,SKU_SPO_008,18,553.31,238,2,0,none
2024-01-01,Bangalore,Apparel,SKU_ACC_005,25,2518.68,115,4,0,none
2022-07-15,Bangalore,Accessories,SKU_APP_003,19,2866.53,169,1,0,none
2022-03-15,Pune,Electronics,SKU_FOO_010,21,3173.45,242,1,0,none
2023-09-07,Chennai,Apparel,SKU_FOO_002,22,1893.63,371,3,0,none
2022-08-13,Hyderabad,Electronics,SKU_FOO_009,19,3827.87,60,2,0,none
2023-09-27,Hyderabad,Footwear,SKU_FOO_008,21,360.49,227,5,0,none
2022-04-12,Ahmedabad,Apparel,SKU_FOO_005,13,3295.55,388,4,0,none
2022-09-21,Kolkata,Apparel,SKU_SPO_005,28,796.35,397,5,0,none
2022-06-10,Mumbai,Footwear,SKU_FOO_005,19,1670.31,148,3,1,none
2022-08-21,Kolkata,Apparel,SKU_ELE_008,21,2419.49,63,1,0,none
2023-05-06,Bangalore,Apparel,SKU_APP_009,23,3812.9,213,1,0,none
2024-02-26,Kolkata,Footwear,SKU_ACC_002,18,2658.32,71,4,0,none
2024-02-09,Delhi,Accessories,SKU_SPO_006,18,1421.46,82,1,0,none
2022-11-07,Chennai,Sportswear,SKU_APP_005,13,2244.77,97,5,0,none
2023-10-13,Pune,Apparel,SKU_FOO_007,16,2860.91,247,5,0,none
2022-08-15,Chennai,Electronics,SKU_ACC_009,19,717.1,190,5,1,none
2022-09-30,Delhi,Electronics,SKU_FOO_007,17,741.45,137,4,0,none
2022-11-13,Ahmedabad,Electronics,SKU_APP_007,20,2098.69,60,5,0,none
2024-06-17,Pune,Sportswear,SKU_APP_006,23,3345.03,117,5,0,none
2022-03-27,Hyderabad,Apparel,SKU_FOO_006,30,624.33,262,2,0,none
2022-10-18,Pune,Electronics,SKU_ACC_003,27,771.49,170,1,0,none
2023-04-14,Kolkata,Apparel,SKU_APP_008,25,3148.02,263,1,0,none
2023-12-30,Chennai,Electronics,SKU_ELE_009,25,3947.35,56,2,0,none
2024-05-20,Chennai,Sportswear,SKU_ACC_002,14,3508.68,169,3,1,none
2023-08-01,Kolkata,Footwear,SKU_FOO_006,24,3448.54,356,5,0,none
2024-02-08,Ahmedabad,Accessories,SKU_FOO_010,24,3563.04,57,5,1,none
2023-10-09,Delhi,Sportswear,SKU_FOO_003,14,2155.97,50,5,0,none
2023-02-08,Ahmedabad,Accessories,SKU_SPO_001,16,3331.26,230,2,0,none
2023-03-03,Kolkata,Apparel,SKU_FOO_003,29,2371.78,358,2,1,none
2023-01-10,Pune,Accessories,SKU_ELE_005,24,795.56,72,3,0,none
2023-07-21,Bangalore,Sportswear,SKU_ELE_010,25,2348.59,55,1,0,none
2024-05-17,Pune,Electronics,SKU_SPO_007,22,3878.83,172,2,1,none
2024-01-25,Chennai,Accessories,SKU_APP_005,19,3144.45,391,4,1,none
2022-09-09,Ahmedabad,Apparel,SKU_SPO_005,11,821.67,114,4,0,none
