date,distribution_region,product_name,brand,order_quantity,wholesale_unit_price_inr,warehouse_stock,dispatch_lead_time_days,bulk_discount_flag,season_event
2024-04-08,West,Sparx Running Shoes SM-450,Sparx,53,645.66,223,1,0,none
2024-04-08,West,Bata Comfit Sandals,Bata,66,308.34,258,2,0,none
2024-04-08,West,Liberty Force-10 School Shoes,Liberty,,429.78,163,4,0,none
2024-04-08,West,Action Formal Leather Shoes,Action,28,568.01,110,2,0,none
2024-04-09,North,Relaxo Hawai Slippers,Relaxo,141,82.49,553,4,1,Gudi Padwa
2024-04-09,North,Sparx Running Shoes SM-450,Sparx,55,640.89,142,4,1,Gudi Padwa
2024-04-09,North,Bata Comfit Sandals,Bata,,330.73,251,3,1,Gudi Padwa
2024-04-09,North,Liberty Force-10 School Shoes,Liberty,38,422.66,158,1,1,Gudi Padwa
2024-04-09,North,Action Formal Leather Shoes,Action,24,577.27,71,3,1,Gudi Padwa
2024-04-09,South,Relaxo Hawai Slippers,Relaxo,174,90.49,726,1,1,Gudi Padwa
2024-04-09,South,Sparx Running Shoes SM-450,Sparx,58,666.68,242,2,1,Gudi Padwa
2024-04-09,South,Bata Comfit Sandals,Bata,47,309.07,164,1,1,Gudi Padwa
2024-04-09,South,Liberty Force-10 School Shoes,Liberty,44,400.72,156,3,1,Gudi Padwa
2024-04-09,South,Action Formal Leather Shoes,Action,25,580.56,115,4,1,Gudi Padwa
2024-04-09,West,Relaxo Hawai Slippers,Relaxo,115,82.06,569,4,1,Gudi Padwa
2024-04-09,West,Sparx Running Shoes SM-450,Sparx,55,649.15,228,4,1,Gudi Padwa
2024-04-09,West,Bata Comfit Sandals,Bata,,337.32,219,2,1,Gudi Padwa
2024-04-09,West,Liberty Force-10 School Shoes,Liberty,41,403.83,184,3,1,Gudi Padwa
2024-04-09,West,Action Formal Leather Shoes,Action,23,597.41,65,1,1,Gudi Padwa
2024-04-10,North,Relaxo Hawai Slippers,Relaxo,114,88.71,342,4,0,none
2024-04-10,North,Sparx Running Shoes SM-450,Sparx,50,678.95,223,4,0,none
2024-04-10,North,Bata Comfit Sandals,Bata,55,313.17,152,2,0,none
2024-04-10,North,Liberty Force-10 School Shoes,Liberty,41,396.78,111,4,0,none
2024-04-10,North,Action Formal Leather Shoes,Action,26,592.88,125,2,0,none
2024-04-10,South,Relaxo Hawai Slippers,Relaxo,128,88.07,474,2,0,none
2024-04-10,South,Sparx Running Shoes SM-450,Sparx,64,675.16,224,2,0,none
2024-04-10,South,Bata Comfit Sandals,Bata,59,300.5,269,1,1,none
2024-04-10,South,Liberty Force-10 School Shoes,Liberty,42,398.63,,3,1,none
2024-04-10,South,Action Formal Leather Shoes,Action,27,553.76,76,4,0,none
2024-04-10,West,Relaxo Hawai Slippers,Relaxo,117,90.99,562,3,0,none
2024-04-10,West,Sparx Running Shoes SM-450,Sparx,52,670.11,130,2,1,none
2024-04-10,West,Bata Comfit Sandals,Bata,60,327.26,249,1,0,none
2024-04-10,West,Liberty Force-10 School Shoes,Liberty,,420.62,124,1,0,none
2024-04-10,West,Action Formal Leather Shoes,Action,25,599.65,93,1,0,none
2024-04-11,North,Relaxo Hawai Slippers,Relaxo,126,84.87,495,2,0,none
2024-04-11,North,Sparx Running Shoes SM-450,Sparx,61,678.23,258,4,0,none
2024-04-11,North,Bata Comfit Sandals,Bata,59,305.07,160,4,0,none
2024-04-11,North,Liberty Force-10 School Shoes,Liberty,40,413.45,101,2,0,none
2024-04-11,North,Action Formal Leather Shoes,Action,25,560.76,108,3,0,none
2024-04-11,South,Relaxo Hawai Slippers,Relaxo,128,88.53,406,2,0,none
2024-04-11,South,Sparx Running Shoes SM-450,Sparx,57,632.8,214,1,0,none
2024-04-11,South,Bata Comfit Sandals,Bata,59,321.45,222,1,0,none
2024-04-11,South,Liberty Force-10 School Shoes,Liberty,45,392.25,213,3,0,none
2024-04-11,South,Action Formal Leather Shoes,Action,25,598.64,103,3,0,none
2024-04-11,West,Relaxo Hawai Slippers,Relaxo,122,89.11,322,2,0,none
2024-04-11,West,Sparx Running Shoes SM-450,Sparx,52,665.04,187,3,0,none
2024-04-11,West,Bata Comfit Sandals,Bata,,302.8,267,4,0,none
2024-04-11,West,Liberty Force-10 School Shoes,Liberty,40,393.73,150,4,1,none
2024-04-11,West,Action Formal Leather Shoes,Action,25,594.74,78,4,1,none
2024-04-12,North,Relaxo Hawai Slippers,Relaxo,124,85.11,318,4,1,none
2024-04-12,North,Sparx Running Shoes SM-450,Sparx,58,665.51,234,3,1,none
2024-04-12,North,Bata Comfit Sandals,Bata,56,320.82,170,4,0,none
2024-04-12,North,Liberty Force-10 School Shoes,Liberty,47,422.97,168,4,0,none
2024-04-12,North,Action Formal Leather Shoes,Action,,576.37,74,2,0,none
2024-04-12,South,Relaxo Hawai Slippers,Relaxo,140,88.73,667,2,1,none
2024-04-12,South,Sparx Running Shoes SM-450,Sparx,49,676.23,163,2,0,none
2024-04-12,South,Bata Comfit Sandals,Bata,56,332.13,159,4,0,none
2024-04-12,South,Liberty Force-10 School Shoes,Liberty,40,426.82,199,2,0,none
2024-04-12,South,Action Formal Leather Shoes,Action,22,565.73,104,4,0,none
2024-04-12,West,Relaxo Hawai Slippers,Relaxo,155,88.6,574,3,0,none
2024-04-12,West,Sparx Running Shoes SM-450,Sparx,43,631.71,212,3,0,none
2024-04-12,West,Bata Comfit Sandals,Bata,52,315.24,181,3,0,none
2024-04-12,West,Liberty Force-10 School Shoes,Liberty,43,414.39,214,2,0,none
2024-04-12,West,Action Formal Leather Shoes,Action,23,602.18,67,2,0,none
2024-04-13,North,Relaxo Hawai Slippers,Relaxo,82,80.87,227,1,0,none
2024-04-13,North,Sparx Running Shoes SM-450,Sparx,34,674.92,161,2,0,none
2024-04-13,North,Bata Comfit Sandals,Bata,38,308.37,123,4,0,none
2024-04-13,North,Liberty Force-10 School Shoes,Liberty,26,426.24,104,2,0,none
2024-04-13,North,Action Formal Leather Shoes,Action,14,605.45,45,4,0,none
2024-04-13,South,Relaxo Hawai Slippers,Relaxo,76,84.69,285,3,0,none
2024-04-13,South,Sparx Running Shoes SM-450,Sparx,32,625.87,133,1,0,none
2024-04-13,South,Bata Comfit Sandals,Bata,41,321.62,160,4,1,none
2024-04-13,South,Liberty Force-10 School Shoes,Liberty,27,419.71,132,1,0,none
2024-04-13,South,Action Formal Leather Shoes,Action,15,586.21,74,3,0,none
2024-04-13,West,Relaxo Hawai Slippers,Relaxo,74,84.17,196,2,1,none
2024-04-13,West,Sparx Running Shoes SM-450,Sparx,33,643.23,141,4,0,none
2024-04-13,West,Bata Comfit Sandals,Bata,41,305.15,194,4,0,none
2024-04-13,West,Liberty Force-10 School Shoes,Liberty,27,406.29,76,4,0,none
2024-04-13,West,Action Formal Leather Shoes,Action,16,580.97,46,3,0,none
2024-04-14,North,Relaxo Hawai Slippers,Relaxo,86,,405,4,1,none
2024-04-14,North,Sparx Running Shoes SM-450,Sparx,39,674.76,169,2,0,none
2024-04-14,North,Bata Comfit Sandals,Bata,39,314.5,166,4,0,none
2024-04-14,North,Liberty Force-10 School Shoes,Liberty,26,398.39,,1,0,none
2024-04-14,North,Action Formal Leather Shoes,Action,16,562.92,,3,0,none
2024-04-14,South,Relaxo Hawai Slippers,Relaxo,87,80.15,329,3,0,none
2024-04-14,South,Sparx Running Shoes SM-450,Sparx,34,622.25,107,1,0,none
2024-04-14,South,Bata Comfit Sandals,Bata,46,303.03,152,3,0,none
2024-04-14,South,Liberty Force-10 School Shoes,Liberty,35,418.77,128,2,0,none
2024-04-14,South,Action Formal Leather Shoes,Action,13,567.14,52,1,0,none
2024-04-14,West,Relaxo Hawai Slippers,Relaxo,70,81.52,340,1,0,none
2024-04-14,West,Sparx Running Shoes SM-450,Sparx,37,651.44,149,3,0,none
2024-04-14,West,Bata Comfit Sandals,Bata,36,300.19,177,2,0,none
2024-04-14,West,Liberty Force-10 School Shoes,Liberty,30,399.36,98,3,1,none
2024-04-14,West,Action Formal Leather Shoes,Action,15,593.86,41,1,0,none
2024-04-15,North,Relaxo Hawai Slippers,Relaxo,148,90.79,566,1,1,School Admission Season
2024-04-15,North,Sparx Running Shoes SM-450,Sparx,53,650.34,220,4,1,School Admission Season
2024-04-15,North,Bata Comfit Sandals,Bata,43,317.08,123,4,1,School Admission Season
2024-04-15,North,Liberty Force-10 School Shoes,Liberty,46,407.62,223,1,1,School Admission Season
2024-04-15,North,Action Formal Leather Shoes,Action,26,605.85,128,4,1,School Admission Season
2024-04-15,South,Relaxo Hawai Slippers,Relaxo,144,87.4,431,1,1,School Admission Season
2024-04-15,South,Sparx Running Shoes SM-450,Sparx,43,630.26,183,4,1,School Admission Season
2024-04-15,South,Bata Comfit Sandals,Bata,47,318.0,225,1,1,School Admission Season
2024-04-15,South,Liberty Force-10 School Shoes,Liberty,35,395.67,146,3,1,School Admission Season
2024-04-15,South,Action Formal Leather Shoes,Action,27,561.93,121,3,1,School Admission Season
2024-04-15,West,Relaxo Hawai Slippers,Relaxo,160,,732,2,1,School Admission Season
2024-04-15,West,Sparx Running Shoes SM-450,Sparx,,639.35,152,4,1,School Admission Season
2024-04-15,West,Bata Comfit Sandals,Bata,65,339.49,315,4,1,School Admission Season
2024-04-15,West,Liberty Force-10 School Shoes,Liberty,47,422.03,132,2,1,School Admission Season
2024-04-15,West,Action Formal Leather Shoes,Action,25,605.55,67,4,1,School Admission Season
2024-04-16,North,Relaxo Hawai Slippers,Relaxo,142,80.16,439,4,1,School Admission Season
2024-04-16,North,Sparx Running Shoes SM-450,Sparx,216,654.67,558,3,1,School Admission Season
2024-04-16,North,Bata Comfit Sandals,Bata,51,324.94,144,2,1,School Admission Season
2024-04-16,North,Liberty Force-10 School Shoes,Liberty,,402.76,170,2,1,School Admission Season
2024-04-16,North,Action Formal Leather Shoes,Action,26,569.4,106,1,1,School Admission Season
2024-04-16,South,Relaxo Hawai Slippers,Relaxo,139,87.95,632,4,1,School Admission Season
2024-04-16,South,Sparx Running Shoes SM-450,Sparx,51,629.97,193,3,1,School Admission Season
2024-04-16,South,Bata Comfit Sandals,Bata,53,303.63,220,3,1,School Admission Season
2024-04-16,South,Liberty Force-10 School Shoes,Liberty,50,408.61,198,4,1,School Admission Season
2024-04-16,South,Action Formal Leather Shoes,Action,92,591.24,454,3,1,School Admission Season
2024-04-16,West,Relaxo Hawai Slippers,Relaxo,139,85.52,,4,1,School Admission Season
2024-04-16,West,Sparx Running Shoes SM-450,Sparx,176,637.96,576,4,1,School Admission Season
2024-04-16,West,Bata Comfit Sandals,Bata,65,300.64,284,4,1,School Admission Season
2024-04-16,West,Liberty Force-10 School Shoes,Liberty,46,395.84,133,3,1,School Admission Season
2024-04-16,West,Action Formal Leather Shoes,Action,25,609.65,81,1,1,School Admission Season
2024-04-17,North,Relaxo Hawai Slippers,Relaxo,144,87.98,488,1,1,School Admission Season
2024-04-17,North,Sparx Running Shoes SM-450,Sparx,51,669.67,191,3,1,School Admission Season
2024-04-17,North,Bata Comfit Sandals,Bata,55,315.12,228,2,1,School Admission Season
2024-04-17,North,Liberty Force-10 School Shoes,Liberty,50,416.03,231,1,1,School Admission Season
2024-04-17,North,Action Formal Leather Shoes,Action,22,566.34,64,2,1,School Admission Season
2024-04-17,South,Relaxo Hawai Slippers,Relaxo,128,83.42,582,3,1,School Admission Season
2024-04-17,South,Sparx Running Shoes SM-450,Sparx,62,621.88,222,3,1,School Admission Season
2024-04-17,South,Bata Comfit Sandals,Bata,55,314.77,196,4,1,School Admission Season
2024-04-17,South,Liberty Force-10 School Shoes,Liberty,49,418.83,139,2,1,School Admission Season
2024-04-17,South,Action Formal Leather Shoes,Action,20,585.34,86,2,1,School Admission Season
2024-04-17,West,Relaxo Hawai Slippers,Relaxo,111,84.17,543,1,1,School Admission Season
2024-04-17,West,Sparx Running Shoes SM-450,Sparx,59,640.32,227,4,1,School Admission Season
2024-04-17,West,Bata Comfit Sandals,Bata,57,309.32,258,1,1,School Admission Season
2024-04-17,West,Liberty Force-10 School Shoes,Liberty,,407.04,201,1,1,School Admission Season
2024-04-17,West,Action Formal Leather Shoes,Action,21,571.82,101,4,1,School Admission Season
2024-04-18,North,Relaxo Hawai Slippers,Relaxo,104,87.46,409,3,1,School Admission Season
2024-04-18,North,Sparx Running Shoes SM-450,Sparx,57,679.72,203,4,1,School Admission Season
2024-04-18,North,Bata Comfit Sandals,Bata,,326.7,199,4,1,School Admission Season
2024-04-18,North,Liberty Force-10 School Shoes,Liberty,49,400.44,203,3,1,School Admission Season
2024-04-18,North,Action Formal Leather Shoes,Action,26,591.18,80,1,1,School Admission Season
2024-04-18,South,Relaxo Hawai Slippers,Relaxo,130,86.86,441,4,1,School Admission Season
2024-04-18,South,Sparx Running Shoes SM-450,Sparx,50,660.97,,1,1,School Admission Season
2024-04-18,South,Bata Comfit Sandals,Bata,48,303.84,209,1,1,School Admission Season
2024-04-18,South,Liberty Force-10 School Shoes,Liberty,215,410.7,652,1,1,School Admission Season
2024-04-18,South,Action Formal Leather Shoes,Action,,571.45,101,2,1,School Admission Season
2024-04-18,West,Relaxo Hawai Slippers,Relaxo,118,84.21,589,2,1,School Admission Season
2024-04-18,West,Sparx Running Shoes SM-450,Sparx,50,669.31,155,3,1,School Admission Season
2024-04-18,West,Bata Comfit Sandals,Bata,55,325.13,244,2,1,School Admission Season
2024-04-18,West,Liberty Force-10 School Shoes,Liberty,56,403.07,171,3,1,School Admission Season
2024-04-18,West,Action Formal Leather Shoes,Action,26,571.37,114,1,1,School Admission Season
2024-04-19,North,Relaxo Hawai Slippers,Relaxo,129,90.44,607,2,1,School Admission Season
2024-04-19,North,Sparx Running Shoes SM-450,Sparx,56,668.24,167,2,1,School Admission Season
2024-04-19,North,Bata Comfit Sandals,Bata,60,300.47,163,3,1,School Admission Season
2024-04-19,North,Liberty Force-10 School Shoes,Liberty,47,395.38,190,3,1,School Admission Season
2024-04-19,North,Action Formal Leather Shoes,Action,21,555.99,75,1,1,School Admission Season
2024-04-19,South,Relaxo Hawai Slippers,Relaxo,151,87.71,435,2,1,School Admission Season
2024-04-19,South,Sparx Running Shoes SM-450,Sparx,56,667.95,146,3,1,School Admission Season
2024-04-19,South,Bata Comfit Sandals,Bata,52,328.61,229,4,1,School Admission Season
2024-04-19,South,Liberty Force-10 School Shoes,Liberty,41,421.79,147,4,1,School Admission Season
2024-04-19,South,Action Formal Leather Shoes,Action,24,567.13,120,2,1,School Admission Season
2024-04-19,West,Relaxo Hawai Slippers,Relaxo,134,87.08,474,4,1,School Admission Season
2024-04-19,West,Sparx Running Shoes SM-450,Sparx,48,646.73,128,1,1,School Admission Season
2024-04-19,West,Bata Comfit Sandals,Bata,65,,246,2,1,School Admission Season
2024-04-19,West,Liberty Force-10 School Shoes,Liberty,50,397.04,135,3,1,School Admission Season
2024-04-19,West,Action Formal Leather Shoes,Action,23,555.75,74,3,1,School Admission Season
2024-04-20,North,Relaxo Hawai Slippers,Relaxo,80,90.08,320,1,1,School Admission Season
2024-04-20,North,Sparx Running Shoes SM-450,Sparx,39,654.68,191,2,1,School Admission Season
2024-04-20,North,Bata Comfit Sandals,Bata,33,314.74,114,2,1,School Admission Season
2024-04-20,North,Liberty Force-10 School Shoes,Liberty,34,,155,2,1,School Admission Season
2024-04-20,North,Action Formal Leather Shoes,Action,60,566.57,243,2,1,School Admission Season
2024-04-20,South,Relaxo Hawai Slippers,Relaxo,88,83.91,,4,1,School Admission Season
2024-04-20,South,Sparx Running Shoes SM-450,Sparx,,674.2,134,2,1,School Admission Season
2024-04-20,South,Bata Comfit Sandals,Bata,34,319.42,120,2,1,School Admission Season
2024-04-20,South,Liberty Force-10 School Shoes,Liberty,32,400.28,144,4,1,School Admission Season
2024-04-20,South,Action Formal Leather Shoes,Action,14,574.47,47,1,1,School Admission Season
2024-04-20,West,Relaxo Hawai Slippers,Relaxo,65,90.16,279,1,1,School Admission Season
2024-04-20,West,Sparx Running Shoes SM-450,Sparx,33,,130,4,1,School Admission Season
2024-04-20,West,Bata Comfit Sandals,Bata,37,333.61,109,4,1,School Admission Season
2024-04-20,West,Liberty Force-10 School Shoes,Liberty,39,423.17,184,3,1,School Admission Season
2024-04-20,West,Action Formal Leather Shoes,Action,,606.8,52,2,1,School Admission Season
2024-04-21,North,Relaxo Hawai Slippers,Relaxo,78,91.51,343,2,1,School Admission Season
2024-04-21,North,Sparx Running Shoes SM-450,Sparx,43,651.51,175,3,1,School Admission Season
2024-04-21,North,Bata Comfit Sandals,Bata,37,313.57,108,3,1,School Admission Season
2024-04-21,North,Liberty Force-10 School Shoes,Liberty,24,424.54,94,1,1,School Admission Season
2024-04-21,North,Action Formal Leather Shoes,Action,,609.75,50,3,1,School Admission Season
2024-04-21,South,Relaxo Hawai Slippers,Relaxo,85,89.58,361,4,1,School Admission Season
2024-04-21,South,Sparx Running Shoes SM-450,Sparx,36,669.91,94,2,1,School Admission Season
2024-04-21,South,Bata Comfit Sandals,Bata,29,315.31,92,3,1,School Admission Season
2024-04-21,South,Liberty Force-10 School Shoes,Liberty,43,417.96,137,4,1,School Admission Season
2024-04-21,South,Action Formal Leather Shoes,Action,15,597.76,40,1,1,School Admission Season
2024-04-21,West,Relaxo Hawai Slippers,Relaxo,82,88.77,314,2,1,School Admission Season
2024-04-21,West,Sparx Running Shoes SM-450,Sparx,33,636.24,88,2,1,School Admission Season
2024-04-21,West,Bata Comfit Sandals,Bata,34,335.56,106,1,1,School Admission Season
2024-04-21,West,Liberty Force-10 School Shoes,Liberty,35,419.39,162,2,1,School Admission Season
2024-04-21,West,Action Formal Leather Shoes,Action,15,558.13,54,1,1,School Admission Season
2024-04-22,North,Relaxo Hawai Slippers,Relaxo,145,86.99,593,3,1,School Admission Season
2024-04-22,North,Sparx Running Shoes SM-450,Sparx,59,631.43,163,1,1,School Admission Season
2024-04-22,North,Bata Comfit Sandals,Bata,,335.58,163,1,1,School Admission Season
2024-04-22,North,Liberty Force-10 School Shoes,Liberty,64,426.6,182,4,1,School Admission Season
2024-04-22,North,Action Formal Leather Shoes,Action,110,559.58,401,1,1,School Admission Season
2024-04-22,South,Relaxo Hawai Slippers,Relaxo,147,80.18,469,1,1,School Admission Season
2024-04-22,South,Sparx Running Shoes SM-450,Sparx,64,644.98,284,1,1,School Admission Season
2024-04-22,South,Bata Comfit Sandals,Bata,58,315.05,164,2,1,School Admission Season
2024-04-22,South,Liberty Force-10 School Shoes,Liberty,54,401.62,237,1,1,School Admission Season
2024-04-22,South,Action Formal Leather Shoes,Action,24,567.26,77,1,1,School Admission Season
2024-04-22,West,Relaxo Hawai Slippers,Relaxo,125,87.23,448,2,1,School Admission Season
2024-04-22,West,Sparx Running Shoes SM-450,Sparx,53,650.04,221,1,1,School Admission Season
2024-04-22,West,Bata Comfit Sandals,Bata,45,302.34,127,1,1,School Admission Season
2024-04-22,West,Liberty Force-10 School Shoes,Liberty,55,415.3,,1,1,School Admission Season
2024-04-22,West,Action Formal Leather Shoes,Action,26,606.69,85,1,1,School Admission Season
2024-04-23,North,Relaxo Hawai Slippers,Relaxo,135,81.58,655,4,1,School Admission Season
2024-04-23,North,Sparx Running Shoes SM-450,Sparx,51,653.86,152,1,1,School Admission Season
2024-04-23,North,Bata Comfit Sandals,Bata,67,,189,1,1,School Admission Season
2024-04-23,North,Liberty Force-10 School Shoes,Liberty,57,429.05,152,2,1,School Admission Season
2024-04-23,North,Action Formal Leather Shoes,Action,24,582.09,93,2,1,School Admission Season
2024-04-23,South,Relaxo Hawai Slippers,Relaxo,142,88.72,378,2,1,School Admission Season
2024-04-23,South,Sparx Running Shoes SM-450,Sparx,62,644.65,280,2,1,School Admission Season
2024-04-23,South,Bata Comfit Sandals,Bata,57,,264,2,1,School Admission Season
2024-04-23,South,Liberty Force-10 School Shoes,Liberty,58,429.17,175,1,1,School Admission Season
2024-04-23,South,Action Formal Leather Shoes,Action,23,582.42,110,1,1,School Admission Season
2024-04-23,West,Relaxo Hawai Slippers,Relaxo,112,80.52,438,2,1,School Admission Season
2024-04-23,West,Sparx Running Shoes SM-450,Sparx,51,658.19,251,2,1,School Admission Season
2024-04-23,West,Bata Comfit Sandals,Bata,58,333.04,207,2,1,School Admission Season
2024-04-23,West,Liberty Force-10 School Shoes,Liberty,50,413.14,233,3,1,School Admission Season
2024-04-23,West,Action Formal Leather Shoes,Action,23,569.12,78,1,1,School Admission Season
2024-04-24,North,Relaxo Hawai Slippers,Relaxo,138,90.38,518,1,1,School Admission Season
2024-04-24,North,Sparx Running Shoes SM-450,Sparx,53,649.88,194,4,1,School Admission Season
2024-04-24,North,Bata Comfit Sandals,Bata,,323.09,193,1,1,School Admission Season
2024-04-24,North,Liberty Force-10 School Shoes,Liberty,65,408.65,226,1,1,School Admission Season
2024-04-24,North,Action Formal Leather Shoes,Action,25,597.17,86,4,1,School Admission Season
2024-04-24,South,Relaxo Hawai Slippers,Relaxo,126,91.09,490,3,1,School Admission Season
2024-04-24,South,Sparx Running Shoes SM-450,Sparx,46,675.09,166,2,1,School Admission Season
2024-04-24,South,Bata Comfit Sandals,Bata,,328.34,255,4,1,School Admission Season
2024-04-24,South,Liberty Force-10 School Shoes,Liberty,61,412.96,178,2,1,School Admission Season
2024-04-24,South,Action Formal Leather Shoes,Action,27,559.22,103,4,1,School Admission Season
2024-04-24,West,Relaxo Hawai Slippers,Relaxo,145,82.76,623,2,1,School Admission Season
2024-04-24,West,Sparx Running Shoes SM-450,Sparx,49,630.26,197,1,1,School Admission Season
2024-04-24,West,Bata Comfit Sandals,Bata,61,320.1,188,3,1,School Admission Season
2024-04-24,West,Liberty Force-10 School Shoes,Liberty,63,427.22,254,1,1,School Admission Season
2024-04-24,West,Action Formal Leather Shoes,Action,26,559.76,115,2,1,School Admission Season
2024-04-25,North,Relaxo Hawai Slippers,Relaxo,117,90.37,308,1,1,School Admission Season
2024-04-25,North,Sparx Running Shoes SM-450,Sparx,57,665.5,262,2,1,School Admission Season
2024-04-25,North,Bata Comfit Sandals,Bata,50,305.12,241,2,1,School Admission Season
2024-04-25,North,Liberty Force-10 School Shoes,Liberty,,394.07,156,2,1,School Admission Season
2024-04-25,North,Action Formal Leather Shoes,Action,24,591.0,77,1,1,School Admission Season
2024-04-25,South,Relaxo Hawai Slippers,Relaxo,160,86.86,468,4,1,School Admission Season
2024-04-25,South,Sparx Running Shoes SM-450,Sparx,54,665.34,210,1,1,School Admission Season
2024-04-25,South,Bata Comfit Sandals,Bata,56,328.41,233,3,1,School Admission Season
2024-04-25,South,Liberty Force-10 School Shoes,Liberty,300,399.34,827,3,1,School Admission Season
2024-04-25,South,Action Formal Leather Shoes,Action,24,589.72,114,4,1,School Admission Season
2024-04-25,West,Relaxo Hawai Slippers,Relaxo,137,,594,4,1,School Admission Season
2024-04-25,West,Sparx Running Shoes SM-450,Sparx,48,631.86,150,2,1,School Admission Season
2024-04-25,West,Bata Comfit Sandals,Bata,55,320.96,163,1,1,School Admission Season
2024-04-25,West,Liberty Force-10 School Shoes,Liberty,64,407.84,294,1,1,School Admission Season
2024-04-25,West,Action Formal Leather Shoes,Action,21,606.33,63,3,1,School Admission Season
2024-04-26,North,Relaxo Hawai Slippers,Relaxo,124,90.93,581,3,1,School Admission Season
2024-04-26,North,Sparx Running Shoes SM-450,Sparx,57,649.31,272,4,1,School Admission Season
2024-04-26,North,Bata Comfit Sandals,Bata,51,323.28,254,3,1,School Admission Season
2024-04-26,North,Liberty Force-10 School Shoes,Liberty,57,399.58,158,1,1,School Admission Season
2024-04-26,North,Action Formal Leather Shoes,Action,24,556.31,85,2,1,School Admission Season
2024-04-26,South,Relaxo Hawai Slippers,Relaxo,125,82.6,538,2,1,School Admission Season
2024-04-26,South,Sparx Running Shoes SM-450,Sparx,57,670.73,251,4,1,School Admission Season
2024-04-26,South,Bata Comfit Sandals,Bata,,335.55,247,4,1,School Admission Season
2024-04-26,South,Liberty Force-10 School Shoes,Liberty,66,,,4,1,School Admission Season
2024-04-26,South,Action Formal Leather Shoes,Action,18,600.92,54,4,1,School Admission Season
2024-04-26,West,Relaxo Hawai Slippers,Relaxo,149,85.33,678,1,1,School Admission Season
2024-04-26,West,Sparx Running Shoes SM-450,Sparx,52,654.17,210,2,1,School Admission Season
2024-04-26,West,Bata Comfit Sandals,Bata,59,309.26,184,4,1,School Admission Season
2024-04-26,West,Liberty Force-10 School Shoes,Liberty,71,392.64,299,1,1,School Admission Season
2024-04-26,West,Action Formal Leather Shoes,Action,25,560.07,118,4,1,School Admission Season
2024-04-27,North,Relaxo Hawai Slippers,Relaxo,72,88.32,203,4,1,School Admission Season
2024-04-27,North,Sparx Running Shoes SM-450,Sparx,29,678.25,126,2,1,School Admission Season
2024-04-27,North,Bata Comfit Sandals,Bata,37,316.42,184,1,1,School Admission Season
2024-04-27,North,Liberty Force-10 School Shoes,Liberty,42,412.15,138,4,1,School Admission Season
2024-04-27,North,Action Formal Leather Shoes,Action,17,551.5,78,2,1,School Admission Season
2024-04-27,South,Relaxo Hawai Slippers,Relaxo,77,90.88,369,2,1,School Admission Season
2024-04-27,South,Sparx Running Shoes SM-450,Sparx,43,621.4,209,2,1,School Admission Season
2024-04-27,South,Bata Comfit Sandals,Bata,32,303.8,149,3,1,School Admission Season
2024-04-27,South,Liberty Force-10 School Shoes,Liberty,46,424.64,204,3,1,School Admission Season
2024-04-27,South,Action Formal Leather Shoes,Action,14,593.89,57,4,1,School Admission Season
2024-04-27,West,Relaxo Hawai Slippers,Relaxo,76,90.74,331,2,1,School Admission Season
2024-04-27,West,Sparx Running Shoes SM-450,Sparx,31,626.02,115,1,1,School Admission Season
2024-04-27,West,Bata Comfit Sandals,Bata,37,315.41,125,2,1,School Admission Season
2024-04-27,West,Liberty Force-10 School Shoes,Liberty,45,421.84,206,1,1,School Admission Season
2024-04-27,West,Action Formal Leather Shoes,Action,15,557.41,50,1,1,School Admission Season
2024-04-28,North,Relaxo Hawai Slippers,Relaxo,85,89.02,385,1,1,School Admission Season
2024-04-28,North,Sparx Running Shoes SM-450,Sparx,31,625.9,138,4,1,School Admission Season
2024-04-28,North,Bata Comfit Sandals,Bata,35,325.82,139,2,1,School Admission Season
2024-04-28,North,Liberty Force-10 School Shoes,Liberty,43,408.18,162,1,1,School Admission Season
2024-04-28,North,Action Formal Leather Shoes,Action,15,550.4,58,2,1,School Admission Season
2024-04-28,South,Relaxo Hawai Slippers,Relaxo,94,83.24,,3,1,School Admission Season
2024-04-28,South,Sparx Running Shoes SM-450,Sparx,45,679.3,220,2,1,School Admission Season
2024-04-28,South,Bata Comfit Sandals,Bata,44,328.29,162,3,1,School Admission Season
2024-04-28,South,Liberty Force-10 School Shoes,Liberty,45,419.15,143,4,1,School Admission Season
2024-04-28,South,Action Formal Leather Shoes,Action,16,591.12,70,2,1,School Admission Season
2024-04-28,West,Relaxo Hawai Slippers,Relaxo,95,90.32,274,3,1,School Admission Season
2024-04-28,West,Sparx Running Shoes SM-450,Sparx,31,662.76,141,3,1,School Admission Season
2024-04-28,West,Bata Comfit Sandals,Bata,37,301.98,123,2,1,School Admission Season
2024-04-28,West,Liberty Force-10 School Shoes,Liberty,47,393.39,128,4,1,School Admission Season
2024-04-28,West,Action Formal Leather Shoes,Action,14,603.55,62,1,1,School Admission Season
2024-04-29,North,Relaxo Hawai Slippers,Relaxo,132,82.23,482,2,1,School Admission Season
2024-04-29,North,Sparx Running Shoes SM-450,Sparx,60,645.96,278,2,1,School Admission Season
2024-04-29,North,Bata Comfit Sandals,Bata,64,329.38,,1,1,School Admission Season
2024-04-29,North,Liberty Force-10 School Shoes,Liberty,62,399.13,247,3,1,School Admission Season
2024-04-29,North,Action Formal Leather Shoes,Action,24,591.26,64,3,1,School Admission Season
