date,store_city,product_name,brand,units_sold,unit_price_inr,stock_on_hand,restock_lead_time_days,promotion_flag,sale_event
2024-03-31,Delhi,Samsung Galaxy M14 5G,Samsung,,14051.37,50,7,0,none
2024-03-31,Delhi,Noise ColorFit Pulse 2,Noise,23,1623.81,94,7,0,none
2024-03-31,Delhi,JBL Go 3,JBL,14,2202.97,64,6,0,none
2024-04-01,Mumbai,boAt Airdopes 141,boAt,17,1348.37,69,3,1,none
2024-04-01,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1455.95,71,5,0,none
2024-04-01,Mumbai,Samsung Galaxy M14 5G,Samsung,12,,37,7,0,none
2024-04-01,Mumbai,Noise ColorFit Pulse 2,Noise,17,1625.67,64,5,0,none
2024-04-01,Mumbai,JBL Go 3,JBL,,2193.38,32,5,0,none
2024-04-01,Bangalore,boAt Airdopes 141,boAt,26,1348.88,124,4,0,none
2024-04-01,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1452.7,43,3,0,none
2024-04-01,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14130.14,46,3,0,none
2024-04-01,Bangalore,Noise ColorFit Pulse 2,Noise,17,1561.75,63,4,0,none
2024-04-01,Bangalore,JBL Go 3,JBL,13,2158.13,34,3,0,none
2024-04-01,Delhi,boAt Airdopes 141,boAt,25,1334.47,,5,0,none
2024-04-01,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,16,1508.75,44,7,0,none
2024-04-01,Delhi,Samsung Galaxy M14 5G,Samsung,,14112.12,119,4,0,none
2024-04-01,Delhi,Noise ColorFit Pulse 2,Noise,16,1560.44,64,6,0,none
2024-04-01,Delhi,JBL Go 3,JBL,15,2178.01,69,6,0,none
2024-04-02,Mumbai,boAt Airdopes 141,boAt,28,1323.97,102,5,0,none
2024-04-02,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1536.58,40,3,0,none
2024-04-02,Mumbai,Samsung Galaxy M14 5G,Samsung,,14058.86,38,7,0,none
2024-04-02,Mumbai,Noise ColorFit Pulse 2,Noise,14,1641.68,58,5,1,none
2024-04-02,Mumbai,JBL Go 3,JBL,14,2199.87,67,3,0,none
2024-04-02,Bangalore,boAt Airdopes 141,boAt,25,1264.52,93,4,0,none
2024-04-02,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1450.27,48,5,0,none
2024-04-02,Bangalore,Samsung Galaxy M14 5G,Samsung,11,13802.34,43,4,0,none
2024-04-02,Bangalore,Noise ColorFit Pulse 2,Noise,18,1619.48,52,5,0,none
2024-04-02,Bangalore,JBL Go 3,JBL,14,2231.29,35,7,0,none
2024-04-02,Delhi,boAt Airdopes 141,boAt,24,1269.1,98,4,0,none
2024-04-02,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1486.47,52,3,1,none
2024-04-02,Delhi,Samsung Galaxy M14 5G,Samsung,12,14190.0,42,6,0,none
2024-04-02,Delhi,Noise ColorFit Pulse 2,Noise,17,1628.36,46,6,0,none
2024-04-02,Delhi,JBL Go 3,JBL,14,2181.03,41,4,1,none
2024-04-03,Mumbai,boAt Airdopes 141,boAt,24,1258.52,110,5,0,none
2024-04-03,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1458.16,57,4,0,none
2024-04-03,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14003.67,45,5,0,none
2024-04-03,Mumbai,Noise ColorFit Pulse 2,Noise,16,1639.36,76,6,1,none
2024-04-03,Mumbai,JBL Go 3,JBL,15,2240.5,67,5,0,none
2024-04-03,Bangalore,boAt Airdopes 141,boAt,21,1326.44,85,5,0,none
2024-04-03,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1463.88,75,7,0,none
2024-04-03,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13888.09,51,5,0,none
2024-04-03,Bangalore,Noise ColorFit Pulse 2,Noise,16,1633.0,78,6,0,none
2024-04-03,Bangalore,JBL Go 3,JBL,48,2214.67,181,4,0,none
2024-04-03,Delhi,boAt Airdopes 141,boAt,27,1255.34,115,5,0,none
2024-04-03,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1486.79,42,5,1,none
2024-04-03,Delhi,Samsung Galaxy M14 5G,Samsung,10,14010.58,43,6,0,none
2024-04-03,Delhi,Noise ColorFit Pulse 2,Noise,78,1552.93,210,4,0,none
2024-04-03,Delhi,JBL Go 3,JBL,13,2178.37,34,4,0,none
2024-04-04,Mumbai,boAt Airdopes 141,boAt,28,1330.54,127,4,0,none
2024-04-04,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1489.23,65,4,0,none
2024-04-04,Mumbai,Samsung Galaxy M14 5G,Samsung,12,13839.96,36,3,0,none
2024-04-04,Mumbai,Noise ColorFit Pulse 2,Noise,17,1584.19,58,4,0,none
2024-04-04,Mumbai,JBL Go 3,JBL,12,2223.36,40,7,0,none
2024-04-04,Bangalore,boAt Airdopes 141,boAt,29,1281.68,135,3,0,none
2024-04-04,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1486.14,43,6,0,none
2024-04-04,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13807.67,45,5,0,none
2024-04-04,Bangalore,Noise ColorFit Pulse 2,Noise,,1624.65,58,5,0,none
2024-04-04,Bangalore,JBL Go 3,JBL,13,2213.55,53,4,0,none
2024-04-04,Delhi,boAt Airdopes 141,boAt,21,1344.25,90,4,0,none
2024-04-04,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1469.17,54,6,0,none
2024-04-04,Delhi,Samsung Galaxy M14 5G,Samsung,12,13901.62,51,5,0,none
2024-04-04,Delhi,Noise ColorFit Pulse 2,Noise,18,1554.23,75,6,1,none
2024-04-04,Delhi,JBL Go 3,JBL,14,2151.13,57,5,0,none
2024-04-05,Mumbai,boAt Airdopes 141,boAt,25,1323.6,85,6,0,none
2024-04-05,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1531.29,68,4,0,none
2024-04-05,Mumbai,Samsung Galaxy M14 5G,Samsung,9,13813.44,39,3,0,none
2024-04-05,Mumbai,Noise ColorFit Pulse 2,Noise,19,1628.99,75,3,0,none
2024-04-05,Mumbai,JBL Go 3,JBL,16,2243.22,52,6,0,none
2024-04-05,Bangalore,boAt Airdopes 141,boAt,26,1326.39,91,6,0,none
2024-04-05,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,18,1524.4,55,7,0,none
2024-04-05,Bangalore,Samsung Galaxy M14 5G,Samsung,13,,,3,0,none
2024-04-05,Bangalore,Noise ColorFit Pulse 2,Noise,17,1639.73,43,4,1,none
2024-04-05,Bangalore,JBL Go 3,JBL,13,2185.3,56,3,0,none
2024-04-05,Delhi,boAt Airdopes 141,boAt,28,1315.08,140,7,0,none
2024-04-05,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1478.72,79,5,0,none
2024-04-05,Delhi,Samsung Galaxy M14 5G,Samsung,11,13951.05,,6,0,none
2024-04-05,Delhi,Noise ColorFit Pulse 2,Noise,17,1643.48,75,7,0,none
2024-04-05,Delhi,JBL Go 3,JBL,12,2167.68,45,4,0,none
2024-04-06,Mumbai,boAt Airdopes 141,boAt,186,,852,7,0,none
2024-04-06,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,19,1506.35,71,5,0,none
2024-04-06,Mumbai,Samsung Galaxy M14 5G,Samsung,14,13862.61,68,5,0,none
2024-04-06,Mumbai,Noise ColorFit Pulse 2,Noise,21,1559.56,77,4,0,none
2024-04-06,Mumbai,JBL Go 3,JBL,16,2154.78,47,7,0,none
2024-04-06,Bangalore,boAt Airdopes 141,boAt,32,1252.87,113,6,0,none
2024-04-06,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1534.07,49,4,0,none
2024-04-06,Bangalore,Samsung Galaxy M14 5G,Samsung,14,13993.51,65,4,0,none
2024-04-06,Bangalore,Noise ColorFit Pulse 2,Noise,18,1640.92,54,3,0,none
2024-04-06,Bangalore,JBL Go 3,JBL,16,2232.58,67,3,0,none
2024-04-06,Delhi,boAt Airdopes 141,boAt,30,1347.41,114,6,0,none
2024-04-06,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,20,1479.51,85,4,0,none
2024-04-06,Delhi,Samsung Galaxy M14 5G,Samsung,14,13915.17,68,4,0,none
2024-04-06,Delhi,Noise ColorFit Pulse 2,Noise,22,1617.23,91,5,0,none
2024-04-06,Delhi,JBL Go 3,JBL,14,2227.29,36,5,0,none
2024-04-07,Mumbai,boAt Airdopes 141,boAt,28,1338.85,119,6,0,none
2024-04-07,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,20,1499.84,57,4,0,none
2024-04-07,Mumbai,Samsung Galaxy M14 5G,Samsung,15,13812.82,38,4,0,none
2024-04-07,Mumbai,Noise ColorFit Pulse 2,Noise,21,1632.6,88,4,0,none
2024-04-07,Mumbai,JBL Go 3,JBL,16,2185.46,72,4,0,none
2024-04-07,Bangalore,boAt Airdopes 141,boAt,30,1257.55,,6,0,none
2024-04-07,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,,1493.49,104,6,0,none
2024-04-07,Bangalore,Samsung Galaxy M14 5G,Samsung,15,13956.75,73,3,0,none
2024-04-07,Bangalore,Noise ColorFit Pulse 2,Noise,17,1590.92,72,5,0,none
2024-04-07,Bangalore,JBL Go 3,JBL,14,,68,7,0,none
2024-04-07,Delhi,boAt Airdopes 141,boAt,29,1330.81,121,6,0,none
2024-04-07,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1506.14,46,3,0,none
2024-04-07,Delhi,Samsung Galaxy M14 5G,Samsung,13,14020.66,63,4,0,none
2024-04-07,Delhi,Noise ColorFit Pulse 2,Noise,20,1564.96,63,7,0,none
2024-04-07,Delhi,JBL Go 3,JBL,17,2236.47,70,4,0,none
2024-04-08,Mumbai,boAt Airdopes 141,boAt,19,1329.99,92,6,0,none
2024-04-08,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1454.03,,6,0,none
2024-04-08,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14155.26,49,3,0,none
2024-04-08,Mumbai,Noise ColorFit Pulse 2,Noise,15,1580.78,74,4,0,none
2024-04-08,Mumbai,JBL Go 3,JBL,13,2211.06,60,7,0,none
2024-04-08,Bangalore,boAt Airdopes 141,boAt,28,1279.1,91,6,0,none
2024-04-08,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1491.04,58,7,0,none
2024-04-08,Bangalore,Samsung Galaxy M14 5G,Samsung,12,,43,7,0,none
2024-04-08,Bangalore,Noise ColorFit Pulse 2,Noise,17,1630.63,50,6,0,none
2024-04-08,Bangalore,JBL Go 3,JBL,12,2239.25,46,7,0,none
2024-04-08,Delhi,boAt Airdopes 141,boAt,24,1266.66,82,6,0,none
2024-04-08,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1453.67,39,6,0,none
2024-04-08,Delhi,Samsung Galaxy M14 5G,Samsung,44,13981.5,130,4,0,none
2024-04-08,Delhi,Noise ColorFit Pulse 2,Noise,16,1633.83,58,6,0,none
2024-04-08,Delhi,JBL Go 3,JBL,,2159.52,36,7,0,none
2024-04-09,Mumbai,boAt Airdopes 141,boAt,25,1317.55,77,5,1,Gudi Padwa
2024-04-09,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1459.46,50,5,1,Gudi Padwa
2024-04-09,Mumbai,Samsung Galaxy M14 5G,Samsung,13,13948.57,48,3,1,Gudi Padwa
2024-04-09,Mumbai,Noise ColorFit Pulse 2,Noise,19,1561.22,90,4,1,Gudi Padwa
2024-04-09,Mumbai,JBL Go 3,JBL,12,2208.04,54,7,1,Gudi Padwa
2024-04-09,Bangalore,boAt Airdopes 141,boAt,26,,130,4,1,Gudi Padwa
2024-04-09,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1500.12,80,6,1,Gudi Padwa
2024-04-09,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14050.65,51,5,1,Gudi Padwa
2024-04-09,Bangalore,Noise ColorFit Pulse 2,Noise,13,1645.12,43,7,1,Gudi Padwa
2024-04-09,Bangalore,JBL Go 3,JBL,12,2245.58,58,5,1,Gudi Padwa
2024-04-09,Delhi,boAt Airdopes 141,boAt,26,1320.81,127,4,1,Gudi Padwa
2024-04-09,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,,1484.75,65,6,1,Gudi Padwa
2024-04-09,Delhi,Samsung Galaxy M14 5G,Samsung,11,14002.56,39,5,1,Gudi Padwa
2024-04-09,Delhi,Noise ColorFit Pulse 2,Noise,17,,57,6,1,Gudi Padwa
2024-04-09,Delhi,JBL Go 3,JBL,12,2210.69,47,7,1,Gudi Padwa
2024-04-10,Mumbai,boAt Airdopes 141,boAt,24,1295.33,90,7,0,none
2024-04-10,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,,1509.38,68,7,0,none
2024-04-10,Mumbai,Samsung Galaxy M14 5G,Samsung,13,13881.19,42,5,0,none
2024-04-10,Mumbai,Noise ColorFit Pulse 2,Noise,19,1608.44,48,7,0,none
2024-04-10,Mumbai,JBL Go 3,JBL,15,2188.58,72,7,0,none
2024-04-10,Bangalore,boAt Airdopes 141,boAt,24,1290.11,62,5,0,none
2024-04-10,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1511.11,63,5,0,none
2024-04-10,Bangalore,Samsung Galaxy M14 5G,Samsung,13,13816.55,45,7,0,none
2024-04-10,Bangalore,Noise ColorFit Pulse 2,Noise,16,1620.91,42,4,0,none
2024-04-10,Bangalore,JBL Go 3,JBL,14,2240.35,58,5,0,none
2024-04-10,Delhi,boAt Airdopes 141,boAt,24,1313.73,97,5,0,none
2024-04-10,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,11,1527.86,46,6,0,none
2024-04-10,Delhi,Samsung Galaxy M14 5G,Samsung,11,14102.38,52,5,0,none
2024-04-10,Delhi,Noise ColorFit Pulse 2,Noise,17,1563.63,56,3,0,none
2024-04-10,Delhi,JBL Go 3,JBL,14,2166.74,42,7,0,none
2024-04-11,Mumbai,boAt Airdopes 141,boAt,27,1263.61,105,6,0,none
2024-04-11,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,13,1528.77,60,3,0,none
2024-04-11,Mumbai,Samsung Galaxy M14 5G,Samsung,12,14036.49,38,6,0,none
2024-04-11,Mumbai,Noise ColorFit Pulse 2,Noise,15,1571.95,39,3,0,none
2024-04-11,Mumbai,JBL Go 3,JBL,13,2213.02,63,7,0,none
2024-04-11,Bangalore,boAt Airdopes 141,boAt,23,1258.74,107,7,0,none
2024-04-11,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1481.84,47,7,0,none
2024-04-11,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13823.65,52,6,0,none
2024-04-11,Bangalore,Noise ColorFit Pulse 2,Noise,15,1648.41,49,3,0,none
2024-04-11,Bangalore,JBL Go 3,JBL,14,2152.25,59,6,1,none
2024-04-11,Delhi,boAt Airdopes 141,boAt,25,1316.33,88,7,0,none
2024-04-11,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1455.6,66,5,0,none
2024-04-11,Delhi,Samsung Galaxy M14 5G,Samsung,14,14194.93,68,6,0,none
2024-04-11,Delhi,Noise ColorFit Pulse 2,Noise,14,1633.26,63,7,0,none
2024-04-11,Delhi,JBL Go 3,JBL,14,2150.75,51,5,0,none
2024-04-12,Mumbai,boAt Airdopes 141,boAt,112,1320.11,289,4,0,none
2024-04-12,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1485.74,39,5,0,none
2024-04-12,Mumbai,Samsung Galaxy M14 5G,Samsung,10,14056.52,34,5,0,none
2024-04-12,Mumbai,Noise ColorFit Pulse 2,Noise,16,1626.28,45,4,0,none
2024-04-12,Mumbai,JBL Go 3,JBL,12,2149.83,39,4,0,none
2024-04-12,Bangalore,boAt Airdopes 141,boAt,25,1267.91,113,4,0,none
2024-04-12,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1490.07,60,6,1,none
2024-04-12,Bangalore,Samsung Galaxy M14 5G,Samsung,14,13931.18,46,4,0,none
2024-04-12,Bangalore,Noise ColorFit Pulse 2,Noise,17,1636.22,77,4,0,none
2024-04-12,Bangalore,JBL Go 3,JBL,15,2210.2,56,3,0,none
2024-04-12,Delhi,boAt Airdopes 141,boAt,25,1326.2,75,7,0,none
2024-04-12,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,13,1508.43,53,3,0,none
2024-04-12,Delhi,Samsung Galaxy M14 5G,Samsung,14,14031.35,42,3,0,none
2024-04-12,Delhi,Noise ColorFit Pulse 2,Noise,20,1556.86,55,3,1,none
2024-04-12,Delhi,JBL Go 3,JBL,13,2186.57,56,3,0,none
2024-04-13,Mumbai,boAt Airdopes 141,boAt,31,1249.23,106,7,0,none
2024-04-13,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,22,1452.12,55,5,0,none
2024-04-13,Mumbai,Samsung Galaxy M14 5G,Samsung,15,14119.28,,6,0,none
2024-04-13,Mumbai,Noise ColorFit Pulse 2,Noise,18,1588.35,50,3,0,none
2024-04-13,Mumbai,JBL Go 3,JBL,17,2244.2,62,5,0,none
2024-04-13,Bangalore,boAt Airdopes 141,boAt,32,1297.65,150,3,0,none
2024-04-13,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,18,1530.97,53,6,0,none
2024-04-13,Bangalore,Samsung Galaxy M14 5G,Samsung,11,13952.51,42,6,0,none
2024-04-13,Bangalore,Noise ColorFit Pulse 2,Noise,20,1577.63,90,4,1,none
2024-04-13,Bangalore,JBL Go 3,JBL,17,2180.14,58,4,1,none
2024-04-13,Delhi,boAt Airdopes 141,boAt,31,1264.57,96,7,0,none
2024-04-13,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,,1460.12,69,6,0,none
2024-04-13,Delhi,Samsung Galaxy M14 5G,Samsung,,14197.29,48,3,0,none
2024-04-13,Delhi,Noise ColorFit Pulse 2,Noise,23,1566.17,97,3,0,none
2024-04-13,Delhi,JBL Go 3,JBL,16,2180.9,70,5,0,none
2024-04-14,Mumbai,boAt Airdopes 141,boAt,33,1347.16,121,6,0,none
2024-04-14,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,19,1462.46,52,7,0,none
2024-04-14,Mumbai,Samsung Galaxy M14 5G,Samsung,14,13831.53,42,7,0,none
2024-04-14,Mumbai,Noise ColorFit Pulse 2,Noise,19,1621.43,63,5,1,none
2024-04-14,Mumbai,JBL Go 3,JBL,18,2163.59,77,5,0,none
2024-04-14,Bangalore,boAt Airdopes 141,boAt,28,1277.25,81,3,0,none
2024-04-14,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,20,1502.1,55,4,0,none
2024-04-14,Bangalore,Samsung Galaxy M14 5G,Samsung,15,13877.15,54,7,0,none
2024-04-14,Bangalore,Noise ColorFit Pulse 2,Noise,23,1567.88,95,4,0,none
2024-04-14,Bangalore,JBL Go 3,JBL,15,2173.99,41,5,0,none
2024-04-14,Delhi,boAt Airdopes 141,boAt,35,1278.51,139,3,0,none
2024-04-14,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,16,1487.22,58,5,0,none
2024-04-14,Delhi,Samsung Galaxy M14 5G,Samsung,14,14083.36,50,4,0,none
2024-04-14,Delhi,Noise ColorFit Pulse 2,Noise,20,1626.92,73,3,0,none
2024-04-14,Delhi,JBL Go 3,JBL,14,2243.28,46,5,0,none
2024-04-15,Mumbai,boAt Airdopes 141,boAt,26,1284.57,88,6,0,none
2024-04-15,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1475.58,64,6,0,none
2024-04-15,Mumbai,Samsung Galaxy M14 5G,Samsung,12,14010.91,51,6,0,none
2024-04-15,Mumbai,Noise ColorFit Pulse 2,Noise,15,1566.79,62,3,0,none
2024-04-15,Mumbai,JBL Go 3,JBL,14,2183.46,67,5,0,none
2024-04-15,Bangalore,boAt Airdopes 141,boAt,23,1253.5,63,7,0,none
2024-04-15,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1464.9,60,6,0,none
2024-04-15,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14034.96,55,6,0,none
2024-04-15,Bangalore,Noise ColorFit Pulse 2,Noise,13,1642.09,62,5,0,none
2024-04-15,Bangalore,JBL Go 3,JBL,15,2190.39,55,5,0,none
2024-04-15,Delhi,boAt Airdopes 141,boAt,27,1343.04,122,3,0,none
2024-04-15,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1490.06,48,3,1,none
2024-04-15,Delhi,Samsung Galaxy M14 5G,Samsung,13,13925.5,52,7,0,none
2024-04-15,Delhi,Noise ColorFit Pulse 2,Noise,80,1642.48,307,3,0,none
2024-04-15,Delhi,JBL Go 3,JBL,11,2167.53,37,6,0,none
2024-04-16,Mumbai,boAt Airdopes 141,boAt,26,1261.27,101,3,0,none
2024-04-16,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1494.39,64,6,0,none
2024-04-16,Mumbai,Samsung Galaxy M14 5G,Samsung,13,14038.4,41,3,0,none
2024-04-16,Mumbai,Noise ColorFit Pulse 2,Noise,90,1606.4,236,7,0,none
2024-04-16,Mumbai,JBL Go 3,JBL,,2224.61,59,7,0,none
2024-04-16,Bangalore,boAt Airdopes 141,boAt,24,1279.27,90,3,0,none
2024-04-16,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1535.95,58,6,0,none
2024-04-16,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13960.96,60,6,0,none
2024-04-16,Bangalore,Noise ColorFit Pulse 2,Noise,17,1623.61,59,6,1,none
2024-04-16,Bangalore,JBL Go 3,JBL,14,2173.86,44,6,0,none
2024-04-16,Delhi,boAt Airdopes 141,boAt,25,1275.23,88,5,0,none
2024-04-16,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,13,1453.88,47,3,0,none
2024-04-16,Delhi,Samsung Galaxy M14 5G,Samsung,,14007.39,49,4,0,none
2024-04-16,Delhi,Noise ColorFit Pulse 2,Noise,16,1603.11,40,6,0,none
2024-04-16,Delhi,JBL Go 3,JBL,15,2194.89,44,6,0,none
2024-04-17,Mumbai,boAt Airdopes 141,boAt,26,1302.16,119,6,1,Ram Navami
2024-04-17,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,13,1521.81,43,3,1,Ram Navami
2024-04-17,Mumbai,Samsung Galaxy M14 5G,Samsung,13,13837.54,45,4,1,Ram Navami
2024-04-17,Mumbai,Noise ColorFit Pulse 2,Noise,14,1613.65,67,7,1,Ram Navami
2024-04-17,Mumbai,JBL Go 3,JBL,,2218.23,42,3,1,Ram Navami
2024-04-17,Bangalore,boAt Airdopes 141,boAt,25,1333.29,78,6,1,Ram Navami
2024-04-17,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,78,1500.34,240,5,1,Ram Navami
2024-04-17,Bangalore,Samsung Galaxy M14 5G,Samsung,10,13864.03,31,5,1,Ram Navami
2024-04-17,Bangalore,Noise ColorFit Pulse 2,Noise,16,1645.19,61,4,1,Ram Navami
2024-04-17,Bangalore,JBL Go 3,JBL,14,2166.04,54,4,1,Ram Navami
2024-04-17,Delhi,boAt Airdopes 141,boAt,27,1308.11,80,4,1,Ram Navami
2024-04-17,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,,54,5,1,Ram Navami
2024-04-17,Delhi,Samsung Galaxy M14 5G,Samsung,14,13883.0,49,7,1,Ram Navami
2024-04-17,Delhi,Noise ColorFit Pulse 2,Noise,16,1622.75,69,3,1,Ram Navami
2024-04-17,Delhi,JBL Go 3,JBL,15,2186.94,69,3,1,Ram Navami
2024-04-18,Mumbai,boAt Airdopes 141,boAt,26,1302.96,71,4,0,none
2024-04-18,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1546.22,54,4,0,none
2024-04-18,Mumbai,Samsung Galaxy M14 5G,Samsung,12,14054.33,44,3,0,none
2024-04-18,Mumbai,Noise ColorFit Pulse 2,Noise,18,1606.45,70,3,0,none
2024-04-18,Mumbai,JBL Go 3,JBL,12,,,4,0,none
2024-04-18,Bangalore,boAt Airdopes 141,boAt,25,1252.66,101,4,0,none
2024-04-18,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,,1483.17,38,5,0,none
2024-04-18,Bangalore,Samsung Galaxy M14 5G,Samsung,13,13825.63,62,4,0,none
2024-04-18,Bangalore,Noise ColorFit Pulse 2,Noise,18,1641.57,66,5,0,none
2024-04-18,Bangalore,JBL Go 3,JBL,15,2206.44,61,5,0,none
2024-04-18,Delhi,boAt Airdopes 141,boAt,24,1285.1,119,4,0,none
2024-04-18,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1507.94,47,6,0,none
2024-04-18,Delhi,Samsung Galaxy M14 5G,Samsung,14,14149.5,69,5,0,none
2024-04-18,Delhi,Noise ColorFit Pulse 2,Noise,17,1616.98,75,4,0,none
2024-04-18,Delhi,JBL Go 3,JBL,14,,42,4,0,none
2024-04-19,Mumbai,boAt Airdopes 141,boAt,22,1293.53,65,3,0,none
2024-04-19,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,13,1465.83,34,6,0,none
2024-04-19,Mumbai,Samsung Galaxy M14 5G,Samsung,13,14172.33,47,4,0,none
2024-04-19,Mumbai,Noise ColorFit Pulse 2,Noise,17,1618.92,72,4,0,none
2024-04-19,Mumbai,JBL Go 3,JBL,13,2175.61,35,7,0,none
2024-04-19,Bangalore,boAt Airdopes 141,boAt,26,1326.33,67,4,1,none
2024-04-19,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1467.57,46,3,0,none
2024-04-19,Bangalore,Samsung Galaxy M14 5G,Samsung,13,13889.1,34,4,0,none
2024-04-19,Bangalore,Noise ColorFit Pulse 2,Noise,15,1605.06,51,7,1,none
2024-04-19,Bangalore,JBL Go 3,JBL,11,2197.92,49,6,0,none
2024-04-19,Delhi,boAt Airdopes 141,boAt,27,1269.1,123,3,0,none
2024-04-19,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,13,1508.34,42,3,0,none
2024-04-19,Delhi,Samsung Galaxy M14 5G,Samsung,13,14045.33,45,3,0,none
2024-04-19,Delhi,Noise ColorFit Pulse 2,Noise,16,1603.88,66,4,0,none
2024-04-19,Delhi,JBL Go 3,JBL,13,2187.54,43,7,0,none
2024-04-20,Mumbai,boAt Airdopes 141,boAt,30,1253.34,107,4,0,none
2024-04-20,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,19,1500.24,91,5,0,none
2024-04-20,Mumbai,Samsung Galaxy M14 5G,Samsung,13,14134.79,58,7,0,none
2024-04-20,Mumbai,Noise ColorFit Pulse 2,Noise,21,1645.25,68,3,0,none
2024-04-20,Mumbai,JBL Go 3,JBL,16,2167.25,75,6,0,none
2024-04-20,Bangalore,boAt Airdopes 141,boAt,33,1332.52,96,4,0,none
2024-04-20,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,20,1512.79,75,3,0,none
2024-04-20,Bangalore,Samsung Galaxy M14 5G,Samsung,78,14004.55,269,6,0,none
2024-04-20,Bangalore,Noise ColorFit Pulse 2,Noise,21,1563.05,76,6,0,none
2024-04-20,Bangalore,JBL Go 3,JBL,22,,102,6,0,none
2024-04-20,Delhi,boAt Airdopes 141,boAt,30,1252.05,109,5,0,none
2024-04-20,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1540.06,71,3,0,none
2024-04-20,Delhi,Samsung Galaxy M14 5G,Samsung,14,14102.1,43,3,0,none
