date,production_unit,product_name,fabric_type,production_quantity,raw_material_cost_per_unit,finished_goods_stock,production_lead_time_days,export_order_flag,season_event
2024-03-31,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,25,457.61,66,14,1,none
2024-03-31,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,86,146.13,271,10,0,none
2024-03-31,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,41,208.95,114,7,0,none
2024-03-31,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,27,280.35,76,14,0,none
2024-03-31,Unit-Ludhiana,Kids Denim Jeans,Denim,27,320.98,68,7,0,none
2024-03-31,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,31,432.95,,14,0,none
2024-03-31,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,85,136.7,258,7,0,none
2024-03-31,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,36,215.16,138,7,0,none
2024-03-31,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,21,267.71,65,7,0,none
2024-03-31,Unit-Jaipur,Kids Denim Jeans,Denim,22,309.77,78,5,0,none
2024-03-31,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,28,463.49,94,14,0,none
2024-04-01,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,209,148.06,691,5,0,Wedding Season
2024-04-01,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,103,207.5,401,7,0,Wedding Season
2024-04-01,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,61,279.74,209,10,0,Wedding Season
2024-04-01,Unit-Tirupur,Kids Denim Jeans,Denim,63,300.67,164,10,0,Wedding Season
2024-04-01,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,296,458.98,765,5,0,Wedding Season
2024-04-01,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,211,136.91,464,14,0,Wedding Season
2024-04-01,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,468,214.45,1470,7,0,Wedding Season
2024-04-01,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,61,276.78,193,10,0,Wedding Season
2024-04-01,Unit-Ludhiana,Kids Denim Jeans,Denim,54,318.21,195,14,0,Wedding Season
2024-04-01,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,74,459.43,226,14,0,Wedding Season
2024-04-01,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,224,132.63,705,14,0,Wedding Season
2024-04-01,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,93,218.03,265,7,0,Wedding Season
2024-04-01,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,61,290.06,182,5,0,Wedding Season
2024-04-01,Unit-Jaipur,Kids Denim Jeans,Denim,45,313.7,135,10,1,Wedding Season
2024-04-01,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,61,431.62,232,10,0,Wedding Season
2024-04-02,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,202,147.32,717,7,0,Wedding Season
2024-04-02,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,115,212.67,392,14,0,Wedding Season
2024-04-02,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,61,292.91,223,5,0,Wedding Season
2024-04-02,Unit-Tirupur,Kids Denim Jeans,Denim,58,313.72,151,10,0,Wedding Season
2024-04-02,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,60,444.25,131,14,0,Wedding Season
2024-04-02,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,195,134.97,654,10,0,Wedding Season
2024-04-02,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,133,219.23,289,5,0,Wedding Season
2024-04-02,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,295,287.63,926,5,0,Wedding Season
2024-04-02,Unit-Ludhiana,Kids Denim Jeans,Denim,63,311.91,246,5,0,Wedding Season
2024-04-02,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,65,454.15,161,5,0,Wedding Season
2024-04-02,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,225,133.94,531,10,0,Wedding Season
2024-04-02,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,120,213.2,429,14,0,Wedding Season
2024-04-02,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,53,268.99,182,14,0,Wedding Season
2024-04-02,Unit-Jaipur,Kids Denim Jeans,Denim,67,308.52,197,14,0,Wedding Season
2024-04-02,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,82,448.93,229,14,0,Wedding Season
2024-04-03,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,183,142.7,671,7,0,Wedding Season
2024-04-03,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,,,1348,7,0,Wedding Season
2024-04-03,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,50,281.47,194,7,0,Wedding Season
2024-04-03,Unit-Tirupur,Kids Denim Jeans,Denim,46,321.65,152,10,0,Wedding Season
2024-04-03,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,65,455.43,235,5,0,Wedding Season
2024-04-03,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,241,135.31,547,14,0,Wedding Season
2024-04-03,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,114,209.32,374,10,1,Wedding Season
2024-04-03,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,58,269.86,,10,0,Wedding Season
2024-04-03,Unit-Ludhiana,Kids Denim Jeans,Denim,55,313.17,219,10,0,Wedding Season
2024-04-03,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,75,456.19,157,14,0,Wedding Season
2024-04-03,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,233,130.27,609,10,0,Wedding Season
2024-04-03,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,119,,280,5,1,Wedding Season
2024-04-03,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,41,269.9,133,7,0,Wedding Season
2024-04-03,Unit-Jaipur,Kids Denim Jeans,Denim,64,313.49,241,5,0,Wedding Season
2024-04-03,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,77,,164,14,0,Wedding Season
2024-04-04,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,228,146.87,874,10,0,Wedding Season
2024-04-04,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,127,224.84,461,10,1,Wedding Season
2024-04-04,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,61,293.21,150,10,0,Wedding Season
2024-04-04,Unit-Tirupur,Kids Denim Jeans,Denim,59,321.59,234,5,1,Wedding Season
2024-04-04,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,62,468.74,161,10,0,Wedding Season
2024-04-04,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,232,145.1,744,5,0,Wedding Season
2024-04-04,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,100,216.0,,14,0,Wedding Season
2024-04-04,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,65,280.65,192,5,0,Wedding Season
2024-04-04,Unit-Ludhiana,Kids Denim Jeans,Denim,48,316.76,137,7,0,Wedding Season
2024-04-04,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,67,454.86,247,7,0,Wedding Season
2024-04-04,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,202,135.41,710,10,0,Wedding Season
2024-04-04,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,102,228.72,405,5,0,Wedding Season
2024-04-04,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,57,267.52,163,14,0,Wedding Season
2024-04-04,Unit-Jaipur,Kids Denim Jeans,Denim,60,306.04,235,10,0,Wedding Season
2024-04-04,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,78,434.04,215,5,1,Wedding Season
2024-04-05,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,215,137.29,473,10,0,Wedding Season
2024-04-05,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,114,222.81,446,7,0,Wedding Season
2024-04-05,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,54,293.61,179,14,0,Wedding Season
2024-04-05,Unit-Tirupur,Kids Denim Jeans,Denim,56,315.61,170,14,0,Wedding Season
2024-04-05,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,68,439.24,257,5,0,Wedding Season
2024-04-05,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,223,145.9,815,5,0,Wedding Season
2024-04-05,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,122,228.47,,5,1,Wedding Season
2024-04-05,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,61,265.66,230,7,0,Wedding Season
2024-04-05,Unit-Ludhiana,Kids Denim Jeans,Denim,57,309.45,221,5,0,Wedding Season
2024-04-05,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,,464.54,215,5,0,Wedding Season
2024-04-05,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,213,147.71,676,5,0,Wedding Season
2024-04-05,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,96,231.79,334,14,1,Wedding Season
2024-04-05,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,,284.46,180,10,0,Wedding Season
2024-04-05,Unit-Jaipur,Kids Denim Jeans,Denim,60,315.07,234,14,0,Wedding Season
2024-04-05,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,87,443.37,321,5,0,Wedding Season
2024-04-06,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,,139.81,375,10,0,Wedding Season
2024-04-06,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,93,206.44,193,5,0,Wedding Season
2024-04-06,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,44,277.15,132,14,0,Wedding Season
2024-04-06,Unit-Tirupur,Kids Denim Jeans,Denim,44,312.04,130,14,1,Wedding Season
2024-04-06,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,62,430.98,148,10,1,Wedding Season
2024-04-06,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,183,134.01,384,5,0,Wedding Season
2024-04-06,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,97,218.13,348,10,0,Wedding Season
2024-04-06,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,,266.71,135,7,0,Wedding Season
2024-04-06,Unit-Ludhiana,Kids Denim Jeans,Denim,40,316.65,,7,0,Wedding Season
2024-04-06,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,54,457.08,128,14,0,Wedding Season
2024-04-06,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,171,143.85,605,10,0,Wedding Season
2024-04-06,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,,218.55,225,7,0,Wedding Season
2024-04-06,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,33,292.82,129,14,0,Wedding Season
2024-04-06,Unit-Jaipur,Kids Denim Jeans,Denim,42,297.5,92,5,0,Wedding Season
2024-04-06,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,71,451.85,205,10,0,Wedding Season
2024-04-07,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,81,133.81,258,10,0,Wedding Season
2024-04-07,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,53,233.87,148,5,1,Wedding Season
2024-04-07,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,24,294.34,49,10,0,Wedding Season
2024-04-07,Unit-Tirupur,Kids Denim Jeans,Denim,26,322.6,83,10,0,Wedding Season
2024-04-07,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,31,451.39,86,10,0,Wedding Season
2024-04-07,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,102,136.61,245,10,0,Wedding Season
2024-04-07,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,33,230.6,117,7,0,Wedding Season
2024-04-07,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,17,270.3,48,5,0,Wedding Season
2024-04-07,Unit-Ludhiana,Kids Denim Jeans,Denim,20,311.84,52,14,0,Wedding Season
2024-04-07,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,25,443.05,55,10,0,Wedding Season
2024-04-07,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,91,145.36,315,14,0,Wedding Season
2024-04-07,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,,235.0,102,14,0,Wedding Season
2024-04-07,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,21,272.88,74,7,0,Wedding Season
2024-04-07,Unit-Jaipur,Kids Denim Jeans,Denim,25,321.16,63,10,0,Wedding Season
2024-04-07,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,29,450.87,108,14,0,Wedding Season
2024-04-08,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,212,134.16,696,10,0,Wedding Season
2024-04-08,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,110,215.51,370,5,0,Wedding Season
2024-04-08,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,65,281.66,152,5,1,Wedding Season
2024-04-08,Unit-Tirupur,Kids Denim Jeans,Denim,57,324.91,209,10,0,Wedding Season
2024-04-08,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,65,440.95,178,10,1,Wedding Season
2024-04-08,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,228,149.03,747,10,0,Wedding Season
2024-04-08,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,105,212.41,391,14,0,Wedding Season
2024-04-08,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,63,269.33,162,10,0,Wedding Season
2024-04-08,Unit-Ludhiana,Kids Denim Jeans,Denim,64,320.99,231,7,0,Wedding Season
2024-04-08,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,81,458.13,181,10,1,Wedding Season
2024-04-08,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,214,137.14,734,7,0,Wedding Season
2024-04-08,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,103,209.72,335,14,0,Wedding Season
2024-04-08,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,228,266.07,800,7,0,Wedding Season
2024-04-08,Unit-Jaipur,Kids Denim Jeans,Denim,66,323.8,240,5,0,Wedding Season
2024-04-08,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,75,464.27,277,7,0,Wedding Season
2024-04-09,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,219,132.16,469,14,0,Gudi Padwa
2024-04-09,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,121,209.13,414,7,0,Gudi Padwa
2024-04-09,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,59,287.74,217,10,0,Gudi Padwa
2024-04-09,Unit-Tirupur,Kids Denim Jeans,Denim,288,313.96,1118,10,0,Gudi Padwa
2024-04-09,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,82,458.69,191,14,0,Gudi Padwa
2024-04-09,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,179,139.85,487,5,0,Gudi Padwa
2024-04-09,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,110,217.66,225,7,0,Gudi Padwa
2024-04-09,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,56,288.68,128,7,0,Gudi Padwa
2024-04-09,Unit-Ludhiana,Kids Denim Jeans,Denim,68,299.7,189,10,0,Gudi Padwa
2024-04-09,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,74,462.62,294,10,0,Gudi Padwa
2024-04-09,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,238,142.08,528,5,1,Gudi Padwa
2024-04-09,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,102,230.08,385,14,0,Gudi Padwa
2024-04-09,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,53,267.34,177,7,0,Gudi Padwa
2024-04-09,Unit-Jaipur,Kids Denim Jeans,Denim,52,305.55,163,5,0,Gudi Padwa
2024-04-09,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,77,441.44,227,7,1,Gudi Padwa
2024-04-10,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,217,141.89,668,7,0,Wedding Season
2024-04-10,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,132,,427,10,0,Wedding Season
2024-04-10,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,56,265.9,123,14,0,Wedding Season
2024-04-10,Unit-Tirupur,Kids Denim Jeans,Denim,65,296.7,,5,0,Wedding Season
2024-04-10,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,87,,291,10,0,Wedding Season
2024-04-10,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,,146.81,712,7,0,Wedding Season
2024-04-10,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,126,205.68,447,14,0,Wedding Season
2024-04-10,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,70,291.99,192,7,0,Wedding Season
2024-04-10,Unit-Ludhiana,Kids Denim Jeans,Denim,63,300.71,249,14,0,Wedding Season
2024-04-10,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,95,461.91,235,10,0,Wedding Season
2024-04-10,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,213,140.04,788,7,0,Wedding Season
2024-04-10,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,125,213.83,443,7,0,Wedding Season
2024-04-10,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,54,279.2,138,10,0,Wedding Season
2024-04-10,Unit-Jaipur,Kids Denim Jeans,Denim,61,300.42,166,10,1,Wedding Season
2024-04-10,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,83,,282,5,0,Wedding Season
2024-04-11,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,210,132.19,576,14,0,Wedding Season
2024-04-11,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,115,206.09,421,5,0,Wedding Season
2024-04-11,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,61,272.31,196,7,0,Wedding Season
2024-04-11,Unit-Tirupur,Kids Denim Jeans,Denim,46,305.0,128,14,0,Wedding Season
2024-04-11,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,81,437.89,204,10,0,Wedding Season
2024-04-11,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,264,142.72,851,7,1,Wedding Season
2024-04-11,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,105,216.44,333,5,0,Wedding Season
2024-04-11,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,58,269.85,174,10,0,Wedding Season
2024-04-11,Unit-Ludhiana,Kids Denim Jeans,Denim,73,321.28,167,14,0,Wedding Season
2024-04-11,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,80,448.32,289,14,0,Wedding Season
2024-04-11,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,193,140.94,436,5,0,Wedding Season
2024-04-11,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,118,209.52,333,5,0,Wedding Season
2024-04-11,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,54,280.51,135,7,0,Wedding Season
2024-04-11,Unit-Jaipur,Kids Denim Jeans,Denim,,312.76,133,5,0,Wedding Season
2024-04-11,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,99,430.22,207,7,1,Wedding Season
2024-04-12,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,219,148.18,769,7,1,Wedding Season
2024-04-12,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,120,225.22,426,5,0,Wedding Season
2024-04-12,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,56,270.4,160,14,0,Wedding Season
2024-04-12,Unit-Tirupur,Kids Denim Jeans,Denim,60,313.07,193,14,0,Wedding Season
2024-04-12,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,79,435.61,167,10,0,Wedding Season
2024-04-12,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,247,136.19,701,7,0,Wedding Season
2024-04-12,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,132,208.68,436,14,0,Wedding Season
2024-04-12,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,50,276.32,149,5,0,Wedding Season
2024-04-12,Unit-Ludhiana,Kids Denim Jeans,Denim,64,320.52,230,7,0,Wedding Season
2024-04-12,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,83,468.32,302,14,0,Wedding Season
2024-04-12,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,227,137.07,604,7,0,Wedding Season
2024-04-12,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,106,213.12,364,7,0,Wedding Season
2024-04-12,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,60,276.35,168,5,0,Wedding Season
2024-04-12,Unit-Jaipur,Kids Denim Jeans,Denim,260,298.0,618,5,0,Wedding Season
2024-04-12,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,87,440.61,307,5,0,Wedding Season
2024-04-13,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,154,139.47,602,14,0,Wedding Season
2024-04-13,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,94,221.89,346,14,0,Wedding Season
2024-04-13,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,45,290.57,148,10,0,Wedding Season
2024-04-13,Unit-Tirupur,Kids Denim Jeans,Denim,,322.38,158,14,0,Wedding Season
2024-04-13,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,69,451.36,149,7,0,Wedding Season
2024-04-13,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,168,138.01,407,14,0,Wedding Season
2024-04-13,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,400,215.1,1460,5,0,Wedding Season
2024-04-13,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,42,273.78,92,7,0,Wedding Season
2024-04-13,Unit-Ludhiana,Kids Denim Jeans,Denim,40,303.93,102,14,0,Wedding Season
2024-04-13,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,69,435.77,189,7,0,Wedding Season
2024-04-13,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,175,131.23,462,10,0,Wedding Season
2024-04-13,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,84,220.33,309,7,0,Wedding Season
2024-04-13,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,39,278.05,78,5,1,Wedding Season
2024-04-13,Unit-Jaipur,Kids Denim Jeans,Denim,49,309.7,191,10,0,Wedding Season
2024-04-13,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,63,461.09,219,7,0,Wedding Season
2024-04-14,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,97,131.92,325,5,1,Wedding Season
2024-04-14,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,43,220.31,109,7,0,Wedding Season
2024-04-14,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,22,270.47,81,5,0,Wedding Season
2024-04-14,Unit-Tirupur,Kids Denim Jeans,Denim,28,316.95,67,5,0,Wedding Season
2024-04-14,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,38,460.44,126,5,1,Wedding Season
2024-04-14,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,95,135.06,337,10,0,Wedding Season
2024-04-14,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,45,231.18,111,14,1,Wedding Season
2024-04-14,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,22,280.27,70,5,0,Wedding Season
2024-04-14,Unit-Ludhiana,Kids Denim Jeans,Denim,26,300.13,95,14,1,Wedding Season
2024-04-14,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,38,440.35,143,5,0,Wedding Season
2024-04-14,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,99,143.34,219,10,0,Wedding Season
2024-04-14,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,51,209.87,181,7,0,Wedding Season
2024-04-14,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,24,287.52,59,7,0,Wedding Season
2024-04-14,Unit-Jaipur,Kids Denim Jeans,Denim,25,303.78,76,7,0,Wedding Season
2024-04-14,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,38,460.59,84,7,1,Wedding Season
2024-04-15,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,244,137.28,623,5,0,Wedding Season
2024-04-15,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,109,223.89,306,10,0,Wedding Season
2024-04-15,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,62,291.85,139,14,0,Wedding Season
2024-04-15,Unit-Tirupur,Kids Denim Jeans,Denim,72,295.05,152,14,0,Wedding Season
2024-04-15,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,75,439.5,259,10,0,Wedding Season
2024-04-15,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,204,139.57,596,7,0,Wedding Season
2024-04-15,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,118,224.19,389,5,0,Wedding Season
2024-04-15,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,54,269.59,183,5,0,Wedding Season
2024-04-15,Unit-Ludhiana,Kids Denim Jeans,Denim,67,302.19,171,10,0,Wedding Season
2024-04-15,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,86,459.29,203,10,0,Wedding Season
2024-04-15,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,221,146.78,670,14,0,Wedding Season
2024-04-15,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,120,224.45,470,5,0,Wedding Season
2024-04-15,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,59,283.93,232,14,1,Wedding Season
2024-04-15,Unit-Jaipur,Kids Denim Jeans,Denim,78,317.26,260,5,1,Wedding Season
2024-04-15,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,89,469.53,,10,1,Wedding Season
2024-04-16,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,211,140.31,743,7,0,Wedding Season
2024-04-16,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,114,,278,14,0,Wedding Season
2024-04-16,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,54,289.18,134,5,0,Wedding Season
2024-04-16,Unit-Tirupur,Kids Denim Jeans,Denim,57,302.89,117,7,0,Wedding Season
2024-04-16,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,100,445.45,253,14,1,Wedding Season
2024-04-16,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,226,148.7,708,10,0,Wedding Season
2024-04-16,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,118,219.8,255,10,0,Wedding Season
2024-04-16,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,47,271.9,168,10,0,Wedding Season
2024-04-16,Unit-Ludhiana,Kids Denim Jeans,Denim,75,315.13,286,14,0,Wedding Season
